Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn);Nedbør (døgn)
Narvik Sentrum;SN84701;19.04.2025;5,3;12,5
Narvik Sentrum;SN84701;20.04.2025;2,9;1,6
Narvik Sentrum;SN84701;21.04.2025;3,2;0
Narvik Sentrum;SN84701;22.04.2025;3,9;0
Narvik Sentrum;SN84701;23.04.2025;4,7;3
Narvik Sentrum;SN84701;24.04.2025;4,2;0,7
Narvik Sentrum;SN84701;25.04.2025;2,6;0
Narvik Sentrum;SN84701;26.04.2025;2,2;0,8
Narvik Sentrum;SN84701;27.04.2025;5,5;0
Narvik Sentrum;SN84701;28.04.2025;5,4;8,8
Narvik Sentrum;SN84701;29.04.2025;3,7;11,4
Narvik Sentrum;SN84701;30.04.2025;7;0
Narvik Sentrum;SN84701;01.05.2025;9,5;0,4
Narvik Sentrum;SN84701;02.05.2025;7,3;1
Narvik Sentrum;SN84701;03.05.2025;5,7;2,4
Narvik Sentrum;SN84701;04.05.2025;5,4;5
Narvik Sentrum;SN84701;05.05.2025;6,2;0,1
Narvik Sentrum;SN84701;06.05.2025;6,4;0
Narvik Sentrum;SN84701;07.05.2025;6;0
Narvik Sentrum;SN84701;08.05.2025;9,8;0
Narvik Sentrum;SN84701;09.05.2025;8,1;0
Narvik Sentrum;SN84701;10.05.2025;12,5;0,1
Narvik Sentrum;SN84701;11.05.2025;15,1;0,3
Narvik Sentrum;SN84701;12.05.2025;13,3;0
Narvik Sentrum;SN84701;13.05.2025;9,8;1,9
Narvik Sentrum;SN84701;14.05.2025;10,1;7,3
Narvik Sentrum;SN84701;15.05.2025;8,9;0,2
Narvik Sentrum;SN84701;16.05.2025;8,4;0
Narvik Sentrum;SN84701;17.05.2025;10,6;0,3
Narvik Sentrum;SN84701;18.05.2025;11,2;0
Narvik Sentrum;SN84701;19.05.2025;9,5;0
Narvik Sentrum;SN84701;20.05.2025;7,8;0,2
Narvik Sentrum;SN84701;21.05.2025;9,1;0,5
Narvik Sentrum;SN84701;22.05.2025;9,2;0
Narvik Sentrum;SN84701;23.05.2025;13,9;0
Narvik Sentrum;SN84701;24.05.2025;16,7;0
Narvik Sentrum;SN84701;25.05.2025;17,1;0
Narvik Sentrum;SN84701;26.05.2025;15,3;0
Narvik Sentrum;SN84701;27.05.2025;10,9;4,8
Narvik Sentrum;SN84701;28.05.2025;16;1,9
Narvik Sentrum;SN84701;29.05.2025;15,9;4,1
Narvik Sentrum;SN84701;30.05.2025;14,9;0
Narvik Sentrum;SN84701;31.05.2025;13;0
Narvik Sentrum;SN84701;01.06.2025;15,2;0,6
Narvik Sentrum;SN84701;02.06.2025;14,7;0,1
Narvik Sentrum;SN84701;03.06.2025;12,2;7,8
Narvik Sentrum;SN84701;04.06.2025;19,1;2,2
Narvik Sentrum;SN84701;05.06.2025;15,1;0,9
Narvik Sentrum;SN84701;06.06.2025;17,7;4,4
Narvik Sentrum;SN84701;07.06.2025;15;1,2
Narvik Sentrum;SN84701;08.06.2025;10,9;12,8
Narvik Sentrum;SN84701;09.06.2025;14,2;5,9
Narvik Sentrum;SN84701;10.06.2025;13,4;1
Narvik Sentrum;SN84701;11.06.2025;13;0
Narvik Sentrum;SN84701;12.06.2025;13,5;1,2
Narvik Sentrum;SN84701;13.06.2025;16,6;0
Narvik Sentrum;SN84701;14.06.2025;17,5;3,6
Narvik Sentrum;SN84701;15.06.2025;15,9;11,9
Narvik Sentrum;SN84701;16.06.2025;19,9;0
Narvik Sentrum;SN84701;17.06.2025;15,5;5,5
Narvik Sentrum;SN84701;18.06.2025;11,3;6,8
Narvik Sentrum;SN84701;19.06.2025;10,7;10,2
Narvik Sentrum;SN84701;20.06.2025;13,7;0,3
Narvik Sentrum;SN84701;21.06.2025;17,3;0
Narvik Sentrum;SN84701;22.06.2025;12,7;0
Narvik Sentrum;SN84701;23.06.2025;19,3;0
Narvik Sentrum;SN84701;24.06.2025;18,9;0
Narvik Sentrum;SN84701;25.06.2025;15,5;1,7
Narvik Sentrum;SN84701;26.06.2025;14,7;5
Narvik Sentrum;SN84701;27.06.2025;21,5;1,2
Narvik Sentrum;SN84701;28.06.2025;21,5;0
Narvik Sentrum;SN84701;29.06.2025;19,1;1,5
Narvik Sentrum;SN84701;30.06.2025;15,4;0,1
Narvik Sentrum;SN84701;01.07.2025;19,5;0
Narvik Sentrum;SN84701;02.07.2025;14,8;7,8
Narvik Sentrum;SN84701;03.07.2025;17,6;0,9
Narvik Sentrum;SN84701;04.07.2025;12,6;2,3
Narvik Sentrum;SN84701;05.07.2025;19,4;3,7
Narvik Sentrum;SN84701;06.07.2025;20,6;0
Narvik Sentrum;SN84701;07.07.2025;19,2;0
Narvik Sentrum;SN84701;08.07.2025;15,5;0
Narvik Sentrum;SN84701;09.07.2025;16,5;0
Narvik Sentrum;SN84701;10.07.2025;17,5;0
Narvik Sentrum;SN84701;11.07.2025;19,1;0
Narvik Sentrum;SN84701;12.07.2025;19;0,8
Narvik Sentrum;SN84701;13.07.2025;24,6;0
Narvik Sentrum;SN84701;14.07.2025;27,7;0
Narvik Sentrum;SN84701;15.07.2025;24,1;0
Narvik Sentrum;SN84701;16.07.2025;24,8;0
Narvik Sentrum;SN84701;17.07.2025;25,8;0
Narvik Sentrum;SN84701;18.07.2025;28,4;0
Narvik Sentrum;SN84701;19.07.2025;28,7;0
Narvik Sentrum;SN84701;20.07.2025;27;0
Narvik Sentrum;SN84701;21.07.2025;28,8;0
Narvik Sentrum;SN84701;22.07.2025;27,3;0
Narvik Sentrum;SN84701;23.07.2025;24,3;0
Narvik Sentrum;SN84701;24.07.2025;25,4;0
Narvik Sentrum;SN84701;25.07.2025;21,8;0
Narvik Sentrum;SN84701;26.07.2025;21;1,1
Narvik Sentrum;SN84701;27.07.2025;20,4;6,9
Narvik Sentrum;SN84701;28.07.2025;19,8;8,7
Narvik Sentrum;SN84701;29.07.2025;19,4;0,1
Narvik Sentrum;SN84701;30.07.2025;21,7;0,5
Narvik Sentrum;SN84701;31.07.2025;25,3;1,9
Narvik Sentrum;SN84701;01.08.2025;28,9;0
Narvik Sentrum;SN84701;02.08.2025;28;0
Narvik Sentrum;SN84701;03.08.2025;28,3;0
Narvik Sentrum;SN84701;04.08.2025;25,9;0,3
Narvik Sentrum;SN84701;05.08.2025;26,1;0
Narvik Sentrum;SN84701;06.08.2025;23,2;0
Narvik Sentrum;SN84701;07.08.2025;19,6;6,7
Narvik Sentrum;SN84701;08.08.2025;21;1,5
Narvik Sentrum;SN84701;09.08.2025;20,2;0,1
Narvik Sentrum;SN84701;10.08.2025;23;0
Narvik Sentrum;SN84701;11.08.2025;18,6;1
Narvik Sentrum;SN84701;12.08.2025;18,7;0
Narvik Sentrum;SN84701;13.08.2025;20,5;0
Narvik Sentrum;SN84701;14.08.2025;16,5;1,5
Narvik Sentrum;SN84701;15.08.2025;16,3;9,2
Narvik Sentrum;SN84701;16.08.2025;13,7;24,2
Narvik Sentrum;SN84701;17.08.2025;15,1;0
Narvik Sentrum;SN84701;18.08.2025;14,7;14,3
Narvik Sentrum;SN84701;19.08.2025;14;7,4
Narvik Sentrum;SN84701;20.08.2025;12,7;4
Narvik Sentrum;SN84701;21.08.2025;13,3;12,1
Narvik Sentrum;SN84701;22.08.2025;10,4;1,6
Narvik Sentrum;SN84701;23.08.2025;14,4;23,3
Narvik Sentrum;SN84701;24.08.2025;15,3;7,9
Narvik Sentrum;SN84701;25.08.2025;12,7;1,6
Narvik Sentrum;SN84701;26.08.2025;15,7;0,3
Narvik Sentrum;SN84701;27.08.2025;15,8;0
Narvik Sentrum;SN84701;28.08.2025;15,3;0,6
Narvik Sentrum;SN84701;29.08.2025;19;0
Narvik Sentrum;SN84701;30.08.2025;20,1;0
Narvik Sentrum;SN84701;31.08.2025;18,6;0
Narvik Sentrum;SN84701;01.09.2025;20,9;0
Narvik Sentrum;SN84701;02.09.2025;22,1;0,4
Narvik Sentrum;SN84701;03.09.2025;17,4;0
Narvik Sentrum;SN84701;04.09.2025;21,7;3,4
Narvik Sentrum;SN84701;05.09.2025;21,8;5,6
Narvik Sentrum;SN84701;06.09.2025;19;0,8
Narvik Sentrum;SN84701;07.09.2025;19,3;1,4
Narvik Sentrum;SN84701;08.09.2025;21,2;0,1
Narvik Sentrum;SN84701;09.09.2025;22,3;0
Narvik Sentrum;SN84701;10.09.2025;21,4;0,1
Narvik Sentrum;SN84701;11.09.2025;21,4;0
Narvik Sentrum;SN84701;12.09.2025;22,1;0
Narvik Sentrum;SN84701;13.09.2025;20,6;0,1
Narvik Sentrum;SN84701;14.09.2025;16,4;2,7
Narvik Sentrum;SN84701;15.09.2025;16,1;0,2
Narvik Sentrum;SN84701;16.09.2025;13,9;1,3
Narvik Sentrum;SN84701;17.09.2025;13,4;0,8
Narvik Sentrum;SN84701;18.09.2025;12,2;1,4
Narvik Sentrum;SN84701;19.09.2025;11,9;0,1
Narvik Sentrum;SN84701;20.09.2025;11,6;0,5
Narvik Sentrum;SN84701;21.09.2025;10,5;0,6
Narvik Sentrum;SN84701;22.09.2025;9,7;3,6
Narvik Sentrum;SN84701;23.09.2025;6,6;6,5
Narvik Sentrum;SN84701;24.09.2025;10,6;1,5
Narvik Sentrum;SN84701;25.09.2025;12,6;7,9
Narvik Sentrum;SN84701;26.09.2025;12,9;4,8
Narvik Sentrum;SN84701;27.09.2025;15,4;1,7
Narvik Sentrum;SN84701;28.09.2025;14,6;0
Narvik Sentrum;SN84701;29.09.2025;15,3;0
Narvik Sentrum;SN84701;30.09.2025;14,9;0,9
Narvik Sentrum;SN84701;01.10.2025;14,6;0
Narvik Sentrum;SN84701;02.10.2025;10,7;0
Narvik Sentrum;SN84701;03.10.2025;14,3;0,1
Narvik Sentrum;SN84701;04.10.2025;16,3;0
Narvik Sentrum;SN84701;05.10.2025;12,8;0
Narvik Sentrum;SN84701;06.10.2025;15,6;0
Narvik Sentrum;SN84701;07.10.2025;12,5;0,2
Narvik Sentrum;SN84701;08.10.2025;11,8;5
Narvik Sentrum;SN84701;09.10.2025;12,5;0,7
Narvik Sentrum;SN84701;10.10.2025;11,4;0,4
Narvik Sentrum;SN84701;11.10.2025;9,2;14,2
Narvik Sentrum;SN84701;12.10.2025;7,5;4,3
Narvik Sentrum;SN84701;13.10.2025;7,3;0,6
Narvik Sentrum;SN84701;14.10.2025;9,5;0
Narvik Sentrum;SN84701;15.10.2025;11,1;0,2
Narvik Sentrum;SN84701;16.10.2025;6,8;13,8
Narvik Sentrum;SN84701;17.10.2025;4,5;7,5
Narvik Sentrum;SN84701;18.10.2025;8,3;6
Narvik Sentrum;SN84701;19.10.2025;8,1;29,2
Narvik Sentrum;SN84701;20.10.2025;4,4;7,4
Narvik Sentrum;SN84701;21.10.2025;-0,2;0,4
Narvik Sentrum;SN84701;22.10.2025;3,3;0
Narvik Sentrum;SN84701;23.10.2025;4,3;6,6
Narvik Sentrum;SN84701;24.10.2025;6,3;11,1
Narvik Sentrum;SN84701;25.10.2025;5,5;3,8
Narvik Sentrum;SN84701;26.10.2025;6,3;0
Narvik Sentrum;SN84701;27.10.2025;7,3;0,7
Narvik Sentrum;SN84701;28.10.2025;8,6;0
Narvik Sentrum;SN84701;29.10.2025;8,5;0
Narvik Sentrum;SN84701;30.10.2025;5,5;1,1
Narvik Sentrum;SN84701;31.10.2025;4,6;0
Narvik Sentrum;SN84701;01.11.2025;1,8;0
Narvik Sentrum;SN84701;02.11.2025;7,2;0
Narvik Sentrum;SN84701;03.11.2025;5,7;0,9
Narvik Sentrum;SN84701;04.11.2025;4,5;0
Narvik Sentrum;SN84701;05.11.2025;7,2;3,4
Narvik Sentrum;SN84701;06.11.2025;8,7;4,6
Narvik Sentrum;SN84701;07.11.2025;7,8;1,4
Narvik Sentrum;SN84701;08.11.2025;5,5;0,9
Narvik Sentrum;SN84701;09.11.2025;3,4;0,9
Narvik Sentrum;SN84701;10.11.2025;2,7;3,8
Narvik Sentrum;SN84701;11.11.2025;0,9;0
Narvik Sentrum;SN84701;12.11.2025;0,2;0
Narvik Sentrum;SN84701;13.11.2025;0,7;3,2
Narvik Sentrum;SN84701;14.11.2025;0,4;0,3
Narvik Sentrum;SN84701;15.11.2025;2,1;10,6
Narvik Sentrum;SN84701;16.11.2025;1,2;5,3
Narvik Sentrum;SN84701;17.11.2025;0,1;3
Narvik Sentrum;SN84701;18.11.2025;-0,4;1,9
Narvik Sentrum;SN84701;19.11.2025;-2,3;0
Narvik Sentrum;SN84701;20.11.2025;-2,4;0
Narvik Sentrum;SN84701;21.11.2025;-2,9;2
Narvik Sentrum;SN84701;22.11.2025;-7;0
Narvik Sentrum;SN84701;23.11.2025;-7;0
Narvik Sentrum;SN84701;24.11.2025;-4,1;0
Narvik Sentrum;SN84701;25.11.2025;-0,7;1,1
Narvik Sentrum;SN84701;26.11.2025;4,3;1,1
Narvik Sentrum;SN84701;27.11.2025;8,1;0,4
Narvik Sentrum;SN84701;28.11.2025;5,6;0,4
Narvik Sentrum;SN84701;29.11.2025;8,6;1,2
Narvik Sentrum;SN84701;30.11.2025;8,3;4,7
Narvik Sentrum;SN84701;01.12.2025;0;1,1
Narvik Sentrum;SN84701;02.12.2025;-0,8;0
Narvik Sentrum;SN84701;03.12.2025;3,2;1,6
Narvik Sentrum;SN84701;04.12.2025;6;3,7
Narvik Sentrum;SN84701;05.12.2025;1,2;0,1
Narvik Sentrum;SN84701;06.12.2025;-1,8;0
Narvik Sentrum;SN84701;07.12.2025;1,6;0
Narvik Sentrum;SN84701;08.12.2025;1,4;0
Narvik Sentrum;SN84701;09.12.2025;1,4;0
Narvik Sentrum;SN84701;10.12.2025;1,8;0,1
Narvik Sentrum;SN84701;11.12.2025;1,4;0,1
Narvik Sentrum;SN84701;12.12.2025;-3;0
Narvik Sentrum;SN84701;13.12.2025;0,6;0
Narvik Sentrum;SN84701;14.12.2025;5;0,7
Narvik Sentrum;SN84701;15.12.2025;9,5;3,7
Narvik Sentrum;SN84701;16.12.2025;7;5,4
Narvik Sentrum;SN84701;17.12.2025;4,6;0,9
Narvik Sentrum;SN84701;18.12.2025;3,7;0
Narvik Sentrum;SN84701;19.12.2025;2,2;0,4
Narvik Sentrum;SN84701;20.12.2025;3,4;6,3
Narvik Sentrum;SN84701;21.12.2025;4,8;3,1
Narvik Sentrum;SN84701;22.12.2025;4;2
Narvik Sentrum;SN84701;23.12.2025;-0,7;0
Narvik Sentrum;SN84701;24.12.2025;7;0,7
Narvik Sentrum;SN84701;25.12.2025;7,5;9,8
Narvik Sentrum;SN84701;26.12.2025;7,7;1,6
Narvik Sentrum;SN84701;27.12.2025;6,9;5,3
Narvik Sentrum;SN84701;28.12.2025;2,4;8,6
Narvik Sentrum;SN84701;29.12.2025;-0,3;10,3
Narvik Sentrum;SN84701;30.12.2025;-1,6;3,8
Narvik Sentrum;SN84701;31.12.2025;-3,1;7,2
Narvik Sentrum;SN84701;01.01.2026;-8,5;0
Narvik Sentrum;SN84701;02.01.2026;-8,2;0
Narvik Sentrum;SN84701;03.01.2026;-;1
Narvik Sentrum;SN84701;04.01.2026;-7,2;0
Narvik Sentrum;SN84701;05.01.2026;-3,3;0,9
Narvik Sentrum;SN84701;06.01.2026;-7,5;8,8
Narvik Sentrum;SN84701;07.01.2026;-11,6;0
Narvik Sentrum;SN84701;08.01.2026;-9,1;0
Narvik Sentrum;SN84701;09.01.2026;-7,8;0
Narvik Sentrum;SN84701;10.01.2026;-7,8;0
Narvik Sentrum;SN84701;11.01.2026;-5,6;0
Narvik Sentrum;SN84701;12.01.2026;-4,7;0
Narvik Sentrum;SN84701;13.01.2026;-1,7;0
Narvik Sentrum;SN84701;14.01.2026;-5,3;0
Narvik Sentrum;SN84701;15.01.2026;-0,1;0
Narvik Sentrum;SN84701;16.01.2026;-2,9;0
Narvik Sentrum;SN84701;17.01.2026;-1,5;0
Narvik Sentrum;SN84701;18.01.2026;5,3;0
Narvik Sentrum;SN84701;19.01.2026;1,5;0
Narvik Sentrum;SN84701;20.01.2026;-5;0
Narvik Sentrum;SN84701;21.01.2026;-5,8;0
Narvik Sentrum;SN84701;22.01.2026;-6,3;0
Narvik Sentrum;SN84701;23.01.2026;-7,7;0
Narvik Sentrum;SN84701;24.01.2026;-8,5;0
Narvik Sentrum;SN84701;25.01.2026;-0,5;1,8
Narvik Sentrum;SN84701;26.01.2026;-1,9;3,3
Narvik Sentrum;SN84701;27.01.2026;-2,8;1
Narvik Sentrum;SN84701;28.01.2026;-6,4;0,2
Narvik Sentrum;SN84701;29.01.2026;-9,2;0
Narvik Sentrum;SN84701;30.01.2026;-10,2;0
Narvik Sentrum;SN84701;31.01.2026;-10,4;0
Narvik Sentrum;SN84701;01.02.2026;-5,4;0
Narvik Sentrum;SN84701;02.02.2026;-1,9;0,5
Narvik Sentrum;SN84701;03.02.2026;-5,4;0,7
Narvik Sentrum;SN84701;04.02.2026;-3,4;0
Narvik Sentrum;SN84701;05.02.2026;-0,3;0
Narvik Sentrum;SN84701;06.02.2026;1,8;0
Narvik Sentrum;SN84701;07.02.2026;1,2;0,1
Narvik Sentrum;SN84701;08.02.2026;-6,9;0
Narvik Sentrum;SN84701;09.02.2026;-2,8;0
Narvik Sentrum;SN84701;10.02.2026;-3,2;0,6
Narvik Sentrum;SN84701;11.02.2026;-7,5;0
Narvik Sentrum;SN84701;12.02.2026;-8,2;0
Narvik Sentrum;SN84701;13.02.2026;-5,7;0
Narvik Sentrum;SN84701;14.02.2026;-1,4;3,4
Narvik Sentrum;SN84701;15.02.2026;-1,8;9,9
Narvik Sentrum;SN84701;16.02.2026;-0,1;0,1
Narvik Sentrum;SN84701;17.02.2026;-;0
Narvik Sentrum;SN84701;18.02.2026;-5,3;0
Narvik Sentrum;SN84701;19.02.2026;-5,5;2
Narvik Sentrum;SN84701;20.02.2026;-5,3;0
Narvik Sentrum;SN84701;21.02.2026;-3,5;0
Narvik Sentrum;SN84701;22.02.2026;1,2;3
Narvik Sentrum;SN84701;23.02.2026;-0,4;4
Narvik Sentrum;SN84701;24.02.2026;-2,6;0
Narvik Sentrum;SN84701;25.02.2026;0,2;0
Narvik Sentrum;SN84701;26.02.2026;-3,3;1,2
Narvik Sentrum;SN84701;27.02.2026;1,5;0
Narvik Sentrum;SN84701;28.02.2026;3,7;1
Narvik Sentrum;SN84701;01.03.2026;4,5;0,1
Narvik Sentrum;SN84701;02.03.2026;7,7;0
Narvik Sentrum;SN84701;03.03.2026;4,4;0
Narvik Sentrum;SN84701;04.03.2026;4,8;5,3
Narvik Sentrum;SN84701;05.03.2026;5,3;3,6
Narvik Sentrum;SN84701;06.03.2026;6,7;4,8
Narvik Sentrum;SN84701;07.03.2026;6,7;1,8
Narvik Sentrum;SN84701;08.03.2026;6,5;9,5
Narvik Sentrum;SN84701;09.03.2026;3,4;26
Narvik Sentrum;SN84701;10.03.2026;5,6;6,1
Narvik Sentrum;SN84701;11.03.2026;8,9;2
Narvik Sentrum;SN84701;12.03.2026;7,7;0
Narvik Sentrum;SN84701;13.03.2026;6,4;0,1
Narvik Sentrum;SN84701;14.03.2026;7,5;3,9
Narvik Sentrum;SN84701;15.03.2026;8,7;0,1
Narvik Sentrum;SN84701;16.03.2026;4,8;0
Narvik Sentrum;SN84701;17.03.2026;7,8;1,9
Narvik Sentrum;SN84701;18.03.2026;12,7;0
Narvik Sentrum;SN84701;19.03.2026;7,1;6,3
Narvik Sentrum;SN84701;20.03.2026;7,8;1
Narvik Sentrum;SN84701;21.03.2026;7,3;9,7
Narvik Sentrum;SN84701;22.03.2026;9,4;6
Narvik Sentrum;SN84701;23.03.2026;8,4;1,4
Narvik Sentrum;SN84701;24.03.2026;3,9;4,3
Narvik Sentrum;SN84701;25.03.2026;6,8;0
Narvik Sentrum;SN84701;26.03.2026;4,3;0
Narvik Sentrum;SN84701;27.03.2026;3,7;2,6
Narvik Sentrum;SN84701;28.03.2026;2,4;0
Data er gyldig per 28.03.2026 (CC BY 4.0), Meteorologisk institutt (MET);;;;
