Delivery Start (CET);Delivery End (CET);NO4 Fossil Gas (MW);NO4 Hydro Run Of River And Poundage (MW);NO4 Hydro Water Reservoir (MW);NO4 Other (MW);NO4 Other Renewable (MW);NO4 Wind Offshore (MW);NO4 Wind Onshore (MW);NO4 Total (MW)
11.11.2023 18:00:00;11.11.2023 19:00:00;185;105;2883;;35;;562;3770
11.11.2023 19:00:00;11.11.2023 20:00:00;187;103;2863;;37;;527;3717
11.11.2023 20:00:00;11.11.2023 21:00:00;186;103;2656;;37;;588;3570
11.11.2023 21:00:00;11.11.2023 22:00:00;186;103;2664;;38;;677;3668
11.11.2023 22:00:00;11.11.2023 23:00:00;186;74;2754;;35;;722;3771
11.11.2023 23:00:00;12.11.2023 00:00:00;196;73;2772;;43;;729;3813
12.11.2023 00:00:00;12.11.2023 01:00:00;201;73;2627;;45;;708;3654
12.11.2023 01:00:00;12.11.2023 02:00:00;201;73;2585;;43;;706;3608
12.11.2023 02:00:00;12.11.2023 03:00:00;200;73;2477;;41;;705;3496
12.11.2023 03:00:00;12.11.2023 04:00:00;200;73;2462;;47;;716;3498
12.11.2023 04:00:00;12.11.2023 05:00:00;200;73;2465;;48;;710;3496
12.11.2023 05:00:00;12.11.2023 06:00:00;201;74;2509;;45;;710;3539
12.11.2023 06:00:00;12.11.2023 07:00:00;201;76;2435;;43;;742;3497
12.11.2023 07:00:00;12.11.2023 08:00:00;200;77;2580;;41;;750;3648
12.11.2023 08:00:00;12.11.2023 09:00:00;200;107;2665;;41;;800;3813
12.11.2023 09:00:00;12.11.2023 10:00:00;201;109;2734;;40;;841;3925
12.11.2023 10:00:00;12.11.2023 11:00:00;199;109;2879;;43;;825;4055
12.11.2023 11:00:00;12.11.2023 12:00:00;199;108;2944;;41;;807;4099
12.11.2023 12:00:00;12.11.2023 13:00:00;199;110;2942;;37;;792;4080
12.11.2023 13:00:00;12.11.2023 14:00:00;199;112;2996;;45;;777;4129
12.11.2023 14:00:00;12.11.2023 15:00:00;199;116;3020;;46;;728;4109
12.11.2023 15:00:00;12.11.2023 16:00:00;199;112;3065;;47;;742;4165
12.11.2023 16:00:00;12.11.2023 17:00:00;194;110;3059;;49;;684;4096
12.11.2023 17:00:00;12.11.2023 18:00:00;187;110;3046;;45;;641;4029
12.11.2023 18:00:00;12.11.2023 19:00:00;187;110;3016;;45;;643;4001
12.11.2023 19:00:00;12.11.2023 20:00:00;187;111;3085;;48;;648;4079
12.11.2023 20:00:00;12.11.2023 21:00:00;187;110;3082;;47;;635;4061
12.11.2023 21:00:00;12.11.2023 22:00:00;187;111;3044;;48;;600;3990
12.11.2023 22:00:00;12.11.2023 23:00:00;187;81;3039;;49;;596;3952
12.11.2023 23:00:00;13.11.2023 00:00:00;187;81;2982;;52;;566;3868
13.11.2023 00:00:00;13.11.2023 01:00:00;224;82;2975;;47;;585;3913
13.11.2023 01:00:00;13.11.2023 02:00:00;222;84;2976;;48;;569;3899
13.11.2023 02:00:00;13.11.2023 03:00:00;221;86;2993;;51;;538;3889
13.11.2023 03:00:00;13.11.2023 04:00:00;223;87;3007;;50;;501;3868
13.11.2023 04:00:00;13.11.2023 05:00:00;223;89;3024;;53;;468;3857
13.11.2023 05:00:00;13.11.2023 06:00:00;224;89;3094;;46;;433;3886
13.11.2023 06:00:00;13.11.2023 07:00:00;225;90;3183;;38;;426;3962
13.11.2023 07:00:00;13.11.2023 08:00:00;221;118;3224;;35;;411;4009
13.11.2023 08:00:00;13.11.2023 09:00:00;219;124;3326;;42;;365;4076
13.11.2023 09:00:00;13.11.2023 10:00:00;219;126;3400;;46;;315;4106
13.11.2023 10:00:00;13.11.2023 11:00:00;220;129;3397;;44;;294;4084
13.11.2023 11:00:00;13.11.2023 12:00:00;218;153;3355;;43;;266;4035
13.11.2023 12:00:00;13.11.2023 13:00:00;218;157;3368;;46;;261;4050
13.11.2023 13:00:00;13.11.2023 14:00:00;221;133;3297;;52;;239;3942
13.11.2023 14:00:00;13.11.2023 15:00:00;222;146;3304;;41;;223;3936
13.11.2023 15:00:00;13.11.2023 16:00:00;222;153;3312;;46;;192;3925
13.11.2023 16:00:00;13.11.2023 17:00:00;225;147;3315;;50;;178;3915
13.11.2023 17:00:00;13.11.2023 18:00:00;224;141;3301;;46;;190;3902
13.11.2023 18:00:00;13.11.2023 19:00:00;223;126;3308;;48;;220;3925
13.11.2023 19:00:00;13.11.2023 20:00:00;222;121;3270;;49;;230;3892
13.11.2023 20:00:00;13.11.2023 21:00:00;222;122;3282;;48;;220;3894
13.11.2023 21:00:00;13.11.2023 22:00:00;220;119;3260;;46;;221;3866
13.11.2023 22:00:00;13.11.2023 23:00:00;221;97;3155;;45;;224;3742
13.11.2023 23:00:00;14.11.2023 00:00:00;224;96;2984;;50;;220;3574
14.11.2023 00:00:00;14.11.2023 01:00:00;222;95;2937;;28;;219;3501
14.11.2023 01:00:00;14.11.2023 02:00:00;220;94;2997;;33;;214;3558
14.11.2023 02:00:00;14.11.2023 03:00:00;218;93;2962;;30;;203;3506
14.11.2023 03:00:00;14.11.2023 04:00:00;219;94;2929;;26;;193;3461
14.11.2023 04:00:00;14.11.2023 05:00:00;220;94;2943;;22;;233;3512
14.11.2023 05:00:00;14.11.2023 06:00:00;219;95;3020;;13;;297;3644
14.11.2023 06:00:00;14.11.2023 07:00:00;218;94;3166;;19;;326;3823
14.11.2023 07:00:00;14.11.2023 08:00:00;217;119;3275;;31;;300;3942
14.11.2023 08:00:00;14.11.2023 09:00:00;219;128;3283;;33;;283;3946
14.11.2023 09:00:00;14.11.2023 10:00:00;220;130;3314;;31;;265;3960
14.11.2023 10:00:00;14.11.2023 11:00:00;218;132;3327;;26;;286;3989
14.11.2023 11:00:00;14.11.2023 12:00:00;221;132;3319;;0;;312;3984
14.11.2023 12:00:00;14.11.2023 13:00:00;219;123;3178;;0;;367;3887
14.11.2023 13:00:00;14.11.2023 14:00:00;222;123;3186;;0;;398;3929
14.11.2023 14:00:00;14.11.2023 15:00:00;222;123;3196;;32;;411;3984
14.11.2023 15:00:00;14.11.2023 16:00:00;222;129;3376;;25;;376;4128
14.11.2023 16:00:00;14.11.2023 17:00:00;224;126;3380;;25;;420;4175
14.11.2023 17:00:00;14.11.2023 18:00:00;224;123;3382;;31;;392;4152
14.11.2023 18:00:00;14.11.2023 19:00:00;222;121;3377;;26;;392;4138
14.11.2023 19:00:00;14.11.2023 20:00:00;220;122;3376;;26;;381;4125
14.11.2023 20:00:00;14.11.2023 21:00:00;221;121;3354;;26;;381;4103
14.11.2023 21:00:00;14.11.2023 22:00:00;218;95;3319;;29;;371;4032
14.11.2023 22:00:00;14.11.2023 23:00:00;218;91;3200;;28;;344;3881
14.11.2023 23:00:00;15.11.2023 00:00:00;219;88;3113;;25;;350;3795
15.11.2023 00:00:00;15.11.2023 01:00:00;221;88;3124;;28;;321;3782
15.11.2023 01:00:00;15.11.2023 02:00:00;220;89;3202;;30;;396;3937
15.11.2023 02:00:00;15.11.2023 03:00:00;217;88;3201;;31;;433;3970
15.11.2023 03:00:00;15.11.2023 04:00:00;218;88;3186;;31;;355;3878
15.11.2023 04:00:00;15.11.2023 05:00:00;220;89;3233;;28;;286;3856
15.11.2023 05:00:00;15.11.2023 06:00:00;221;87;3192;;30;;167;3697
15.11.2023 06:00:00;15.11.2023 07:00:00;220;99;3310;;28;;283;3940
15.11.2023 07:00:00;15.11.2023 08:00:00;212;127;3364;;30;;345;4078
15.11.2023 08:00:00;15.11.2023 09:00:00;212;128;3399;;26;;352;4117
15.11.2023 09:00:00;15.11.2023 10:00:00;215;126;3116;;28;;349;3834
15.11.2023 10:00:00;15.11.2023 11:00:00;217;122;3114;;29;;317;3799
15.11.2023 11:00:00;15.11.2023 12:00:00;216;116;3042;;29;;323;3726
15.11.2023 12:00:00;15.11.2023 13:00:00;217;121;3022;;28;;269;3657
15.11.2023 13:00:00;15.11.2023 14:00:00;219;123;3026;;27;;239;3634
15.11.2023 14:00:00;15.11.2023 15:00:00;218;123;3069;;24;;201;3635
15.11.2023 15:00:00;15.11.2023 16:00:00;217;124;3122;;20;;211;3694
15.11.2023 16:00:00;15.11.2023 17:00:00;219;122;3133;;25;;197;3696
15.11.2023 17:00:00;15.11.2023 18:00:00;220;124;3179;;27;;207;3757
15.11.2023 18:00:00;15.11.2023 19:00:00;219;124;3252;;22;;221;3838
15.11.2023 19:00:00;15.11.2023 20:00:00;219;125;3469;;26;;243;4082
15.11.2023 20:00:00;15.11.2023 21:00:00;221;124;3324;;26;;240;3935
15.11.2023 21:00:00;15.11.2023 22:00:00;220;128;3334;;27;;255;3964
15.11.2023 22:00:00;15.11.2023 23:00:00;219;103;3249;;29;;261;3861
15.11.2023 23:00:00;16.11.2023 00:00:00;222;102;3190;;30;;306;3850
16.11.2023 00:00:00;16.11.2023 01:00:00;223;105;3220;;49;;327;3924
16.11.2023 01:00:00;16.11.2023 02:00:00;224;104;3203;;53;;311;3895
16.11.2023 02:00:00;16.11.2023 03:00:00;222;103;3208;;52;;278;3863
16.11.2023 03:00:00;16.11.2023 04:00:00;223;103;3199;;53;;229;3807
16.11.2023 04:00:00;16.11.2023 05:00:00;222;104;3234;;48;;217;3825
16.11.2023 05:00:00;16.11.2023 06:00:00;222;104;3248;;54;;148;3776
16.11.2023 06:00:00;16.11.2023 07:00:00;222;102;3310;;54;;129;3817
16.11.2023 07:00:00;16.11.2023 08:00:00;217;132;3385;;49;;126;3909
16.11.2023 08:00:00;16.11.2023 09:00:00;216;134;3426;;48;;147;3971
16.11.2023 09:00:00;16.11.2023 10:00:00;220;128;3153;;50;;173;3724
16.11.2023 10:00:00;16.11.2023 11:00:00;222;128;3151;;53;;197;3751
16.11.2023 11:00:00;16.11.2023 12:00:00;222;126;3096;;55;;200;3699
16.11.2023 12:00:00;16.11.2023 13:00:00;187;125;3070;;51;;200;3633
16.11.2023 13:00:00;16.11.2023 14:00:00;187;126;3069;;48;;212;3642
16.11.2023 14:00:00;16.11.2023 15:00:00;187;128;3073;;43;;262;3693
16.11.2023 15:00:00;16.11.2023 16:00:00;187;128;3082;;36;;283;3716
16.11.2023 16:00:00;16.11.2023 17:00:00;187;128;3189;;47;;302;3853
16.11.2023 17:00:00;16.11.2023 18:00:00;187;129;3209;;48;;307;3880
16.11.2023 18:00:00;16.11.2023 19:00:00;187;129;3174;;41;;318;3849
16.11.2023 19:00:00;16.11.2023 20:00:00;187;130;3450;;38;;373;4178
16.11.2023 20:00:00;16.11.2023 21:00:00;187;137;3398;;40;;386;4148
16.11.2023 21:00:00;16.11.2023 22:00:00;187;126;3384;;42;;525;4264
16.11.2023 22:00:00;16.11.2023 23:00:00;187;101;3306;;45;;532;4171
16.11.2023 23:00:00;17.11.2023 00:00:00;187;101;3271;;50;;541;4150
17.11.2023 00:00:00;17.11.2023 01:00:00;187;97;3178;;48;;540;4050
17.11.2023 01:00:00;17.11.2023 02:00:00;187;97;3200;;52;;559;4095
17.11.2023 02:00:00;17.11.2023 03:00:00;187;98;3227;;51;;556;4119
17.11.2023 03:00:00;17.11.2023 04:00:00;187;98;3235;;52;;525;4097
17.11.2023 04:00:00;17.11.2023 05:00:00;187;97;3220;;49;;521;4074
17.11.2023 05:00:00;17.11.2023 06:00:00;187;98;3254;;50;;518;4107
17.11.2023 06:00:00;17.11.2023 07:00:00;187;103;3370;;49;;499;4208
17.11.2023 07:00:00;17.11.2023 08:00:00;187;127;3403;;51;;494;4262
17.11.2023 08:00:00;17.11.2023 09:00:00;187;130;3490;;46;;421;4274
17.11.2023 09:00:00;17.11.2023 10:00:00;187;130;3487;;46;;403;4253
17.11.2023 10:00:00;17.11.2023 11:00:00;187;131;3445;;48;;344;4155
17.11.2023 11:00:00;17.11.2023 12:00:00;187;131;3381;;49;;360;4108
17.11.2023 12:00:00;17.11.2023 13:00:00;187;128;3328;;46;;324;4013
17.11.2023 13:00:00;17.11.2023 14:00:00;187;128;3333;;48;;326;4022
17.11.2023 14:00:00;17.11.2023 15:00:00;187;129;3436;;49;;262;4063
17.11.2023 15:00:00;17.11.2023 16:00:00;187;127;3465;;45;;283;4107
17.11.2023 16:00:00;17.11.2023 17:00:00;187;126;3597;;46;;283;4239
17.11.2023 17:00:00;17.11.2023 18:00:00;187;127;3630;;51;;271;4266
17.11.2023 18:00:00;17.11.2023 19:00:00;187;126;3623;;47;;311;4294
17.11.2023 19:00:00;17.11.2023 20:00:00;187;127;3611;;42;;378;4345
17.11.2023 20:00:00;17.11.2023 21:00:00;187;127;3551;;42;;420;4327
17.11.2023 21:00:00;17.11.2023 22:00:00;187;119;3517;;44;;393;4260
17.11.2023 22:00:00;17.11.2023 23:00:00;187;95;3467;;47;;372;4168
17.11.2023 23:00:00;18.11.2023 00:00:00;187;95;3449;;50;;342;4123
18.11.2023 00:00:00;18.11.2023 01:00:00;187;90;3378;;53;;405;4113
18.11.2023 01:00:00;18.11.2023 02:00:00;187;90;3338;;51;;369;4035
18.11.2023 02:00:00;18.11.2023 03:00:00;187;91;3345;;55;;364;4042
18.11.2023 03:00:00;18.11.2023 04:00:00;187;91;3338;;52;;298;3966
18.11.2023 04:00:00;18.11.2023 05:00:00;187;93;3366;;49;;335;4030
18.11.2023 05:00:00;18.11.2023 06:00:00;187;93;3363;;51;;266;3960
18.11.2023 06:00:00;18.11.2023 07:00:00;187;90;3415;;52;;312;4056
18.11.2023 07:00:00;18.11.2023 08:00:00;187;117;3515;;44;;293;4156
18.11.2023 08:00:00;18.11.2023 09:00:00;187;120;3546;;46;;211;4110
18.11.2023 09:00:00;18.11.2023 10:00:00;187;117;3561;;43;;176;4084
18.11.2023 10:00:00;18.11.2023 11:00:00;187;116;3546;;46;;156;4051
18.11.2023 11:00:00;18.11.2023 12:00:00;187;116;3515;;48;;179;4045
18.11.2023 12:00:00;18.11.2023 13:00:00;187;117;3471;;44;;274;4093
18.11.2023 13:00:00;18.11.2023 14:00:00;187;115;3473;;51;;190;4016
18.11.2023 14:00:00;18.11.2023 15:00:00;187;116;3475;;46;;190;4014
18.11.2023 15:00:00;18.11.2023 16:00:00;187;117;3473;;41;;260;4078
18.11.2023 16:00:00;18.11.2023 17:00:00;187;118;3569;;44;;229;4147
18.11.2023 17:00:00;18.11.2023 18:00:00;187;117;3559;;48;;212;4123
18.11.2023 18:00:00;18.11.2023 19:00:00;187;118;3577;;38;;197;4117
18.11.2023 19:00:00;18.11.2023 20:00:00;187;119;3548;;39;;151;4044
18.11.2023 20:00:00;18.11.2023 21:00:00;187;117;3460;;42;;133;3939
18.11.2023 21:00:00;18.11.2023 22:00:00;187;118;3426;;44;;63;3838
18.11.2023 22:00:00;18.11.2023 23:00:00;187;90;3428;;44;;47;3796
18.11.2023 23:00:00;19.11.2023 00:00:00;187;86;3407;;46;;56;3782
19.11.2023 00:00:00;19.11.2023 01:00:00;187;88;3228;;50;;59;3612
19.11.2023 01:00:00;19.11.2023 02:00:00;187;90;3275;;50;;55;3657
19.11.2023 02:00:00;19.11.2023 03:00:00;187;90;3262;;48;;42;3629
19.11.2023 03:00:00;19.11.2023 04:00:00;187;89;3206;;52;;63;3597
19.11.2023 04:00:00;19.11.2023 05:00:00;187;91;3215;;52;;76;3621
19.11.2023 05:00:00;19.11.2023 06:00:00;187;93;3152;;50;;61;3543
19.11.2023 06:00:00;19.11.2023 07:00:00;187;88;3229;;46;;69;3619
19.11.2023 07:00:00;19.11.2023 08:00:00;187;114;3197;;47;;58;3603
19.11.2023 08:00:00;19.11.2023 09:00:00;187;118;3203;;45;;99;3652
19.11.2023 09:00:00;19.11.2023 10:00:00;187;119;3455;;45;;69;3875
19.11.2023 10:00:00;19.11.2023 11:00:00;187;120;3381;;45;;86;3819
19.11.2023 11:00:00;19.11.2023 12:00:00;187;119;3428;;49;;102;3885
19.11.2023 12:00:00;19.11.2023 13:00:00;187;119;3434;;43;;141;3924
19.11.2023 13:00:00;19.11.2023 14:00:00;187;118;3461;;49;;159;3974
19.11.2023 14:00:00;19.11.2023 15:00:00;187;120;3475;;49;;178;4009
19.11.2023 15:00:00;19.11.2023 16:00:00;187;120;3528;;50;;188;4073
19.11.2023 16:00:00;19.11.2023 17:00:00;187;120;3601;;49;;192;4149
19.11.2023 17:00:00;19.11.2023 18:00:00;187;120;3584;;49;;221;4161
19.11.2023 18:00:00;19.11.2023 19:00:00;187;119;3558;;48;;199;4111
19.11.2023 19:00:00;19.11.2023 20:00:00;187;120;3524;;48;;175;4054
19.11.2023 20:00:00;19.11.2023 21:00:00;187;116;3468;;50;;150;3971
19.11.2023 21:00:00;19.11.2023 22:00:00;187;117;3527;;46;;142;4019
19.11.2023 22:00:00;19.11.2023 23:00:00;187;89;3515;;45;;166;4002
19.11.2023 23:00:00;20.11.2023 00:00:00;187;88;3490;;51;;184;4000
20.11.2023 00:00:00;20.11.2023 01:00:00;187;89;3318;;51;;242;3887
20.11.2023 01:00:00;20.11.2023 02:00:00;187;91;3321;;50;;287;3936
20.11.2023 02:00:00;20.11.2023 03:00:00;187;91;3318;;48;;311;3955
20.11.2023 03:00:00;20.11.2023 04:00:00;187;90;3310;;51;;290;3928
20.11.2023 04:00:00;20.11.2023 05:00:00;187;92;3344;;49;;299;3971
20.11.2023 05:00:00;20.11.2023 06:00:00;187;95;3402;;52;;261;3997
20.11.2023 06:00:00;20.11.2023 07:00:00;187;132;3545;;51;;277;4192
20.11.2023 07:00:00;20.11.2023 08:00:00;187;133;3595;;50;;243;4208
20.11.2023 08:00:00;20.11.2023 09:00:00;187;135;3549;;49;;235;4155
20.11.2023 09:00:00;20.11.2023 10:00:00;187;122;3559;;51;;213;4132
20.11.2023 10:00:00;20.11.2023 11:00:00;187;114;3563;;45;;240;4149
20.11.2023 11:00:00;20.11.2023 12:00:00;187;109;3527;;45;;277;4145
20.11.2023 12:00:00;20.11.2023 13:00:00;187;112;3513;;47;;283;4142
20.11.2023 13:00:00;20.11.2023 14:00:00;187;110;3513;;51;;286;4147
20.11.2023 14:00:00;20.11.2023 15:00:00;187;112;3520;;40;;289;4148
20.11.2023 15:00:00;20.11.2023 16:00:00;187;123;3601;;47;;301;4259
20.11.2023 16:00:00;20.11.2023 17:00:00;187;137;3649;;50;;295;4318
20.11.2023 17:00:00;20.11.2023 18:00:00;187;146;3640;;42;;301;4316
20.11.2023 18:00:00;20.11.2023 19:00:00;187;149;3624;;47;;289;4296
20.11.2023 19:00:00;20.11.2023 20:00:00;187;129;3639;;50;;264;4269
20.11.2023 20:00:00;20.11.2023 21:00:00;187;128;3632;;47;;268;4262
20.11.2023 21:00:00;20.11.2023 22:00:00;187;129;3659;;47;;270;4292
20.11.2023 22:00:00;20.11.2023 23:00:00;187;114;3567;;54;;296;4218
20.11.2023 23:00:00;21.11.2023 00:00:00;187;113;3578;;51;;312;4241
21.11.2023 00:00:00;21.11.2023 01:00:00;186;116;3502;;41;;280;4125
21.11.2023 01:00:00;21.11.2023 02:00:00;186;116;3540;;49;;276;4167
21.11.2023 02:00:00;21.11.2023 03:00:00;186;116;3552;;49;;252;4155
21.11.2023 03:00:00;21.11.2023 04:00:00;186;116;3548;;50;;290;4190
21.11.2023 04:00:00;21.11.2023 05:00:00;187;116;3542;;47;;317;4209
21.11.2023 05:00:00;21.11.2023 06:00:00;187;116;3544;;48;;327;4222
21.11.2023 06:00:00;21.11.2023 07:00:00;187;121;3555;;49;;340;4252
21.11.2023 07:00:00;21.11.2023 08:00:00;186;120;3577;;58;;387;4328
21.11.2023 08:00:00;21.11.2023 09:00:00;186;126;3607;;64;;403;4386
21.11.2023 09:00:00;21.11.2023 10:00:00;187;126;3636;;67;;375;4391
21.11.2023 10:00:00;21.11.2023 11:00:00;186;126;3644;;69;;384;4409
21.11.2023 11:00:00;21.11.2023 12:00:00;187;124;3634;;69;;417;4431
21.11.2023 12:00:00;21.11.2023 13:00:00;184;123;3628;;72;;433;4440
21.11.2023 13:00:00;21.11.2023 14:00:00;184;124;3634;;68;;452;4462
21.11.2023 14:00:00;21.11.2023 15:00:00;184;125;3624;;55;;506;4494
21.11.2023 15:00:00;21.11.2023 16:00:00;183;128;3644;;47;;529;4531
21.11.2023 16:00:00;21.11.2023 17:00:00;183;126;3634;;45;;543;4531
21.11.2023 17:00:00;21.11.2023 18:00:00;183;134;3624;;47;;565;4553
21.11.2023 18:00:00;21.11.2023 19:00:00;184;142;3585;;42;;583;4536
21.11.2023 19:00:00;21.11.2023 20:00:00;186;142;3576;;41;;634;4579
21.11.2023 20:00:00;21.11.2023 21:00:00;186;140;3508;;41;;754;4629
21.11.2023 21:00:00;21.11.2023 22:00:00;186;141;3506;;45;;800;4678
21.11.2023 22:00:00;21.11.2023 23:00:00;197;134;3394;;46;;887;4658
21.11.2023 23:00:00;22.11.2023 00:00:00;200;130;3258;;46;;937;4571
22.11.2023 00:00:00;22.11.2023 01:00:00;200;112;2992;;47;;882;4233
22.11.2023 01:00:00;22.11.2023 02:00:00;200;104;3110;;50;;970;4434
22.11.2023 02:00:00;22.11.2023 03:00:00;201;105;2992;;54;;982;4334
22.11.2023 03:00:00;22.11.2023 04:00:00;201;106;3003;;49;;984;4343
22.11.2023 04:00:00;22.11.2023 05:00:00;201;107;2989;;40;;991;4328
22.11.2023 05:00:00;22.11.2023 06:00:00;202;107;3025;;53;;982;4369
22.11.2023 06:00:00;22.11.2023 07:00:00;202;110;2992;;52;;966;4322
22.11.2023 07:00:00;22.11.2023 08:00:00;202;123;2804;;46;;975;4150
22.11.2023 08:00:00;22.11.2023 09:00:00;202;114;2723;;46;;928;4013
22.11.2023 09:00:00;22.11.2023 10:00:00;201;116;2702;;48;;880;3947
22.11.2023 10:00:00;22.11.2023 11:00:00;201;160;2711;;54;;821;3947
22.11.2023 11:00:00;22.11.2023 12:00:00;201;165;2591;;52;;747;3756
22.11.2023 12:00:00;22.11.2023 13:00:00;201;171;2566;;45;;706;3689
22.11.2023 13:00:00;22.11.2023 14:00:00;202;168;2551;;42;;727;3690
22.11.2023 14:00:00;22.11.2023 15:00:00;199;170;2632;;45;;784;3830
22.11.2023 15:00:00;22.11.2023 16:00:00;202;158;2845;;44;;843;4092
22.11.2023 16:00:00;22.11.2023 17:00:00;202;180;2902;;43;;866;4193
22.11.2023 17:00:00;22.11.2023 18:00:00;202;183;2917;;47;;840;4189
22.11.2023 18:00:00;22.11.2023 19:00:00;202;183;2901;;45;;762;4093
22.11.2023 19:00:00;22.11.2023 20:00:00;202;183;2837;;42;;762;4026
22.11.2023 20:00:00;22.11.2023 21:00:00;202;182;2639;;45;;728;3796
22.11.2023 21:00:00;22.11.2023 22:00:00;201;178;2448;;42;;755;3624
22.11.2023 22:00:00;22.11.2023 23:00:00;201;181;1597;;32;;699;2710
22.11.2023 23:00:00;23.11.2023 00:00:00;202;179;1171;;44;;648;2244
23.11.2023 00:00:00;23.11.2023 01:00:00;201;165;1102;;48;;613;2129
23.11.2023 01:00:00;23.11.2023 02:00:00;201;162;1083;;45;;615;2106
23.11.2023 02:00:00;23.11.2023 03:00:00;201;144;1132;;42;;592;2111
23.11.2023 03:00:00;23.11.2023 04:00:00;202;142;1099;;47;;528;2018
23.11.2023 04:00:00;23.11.2023 05:00:00;202;138;1228;;43;;468;2079
23.11.2023 05:00:00;23.11.2023 06:00:00;202;134;1634;;46;;437;2453
23.11.2023 06:00:00;23.11.2023 07:00:00;202;138;2581;;47;;376;3344
23.11.2023 07:00:00;23.11.2023 08:00:00;196;126;3004;;45;;311;3682
23.11.2023 08:00:00;23.11.2023 09:00:00;182;123;3225;;46;;284;3860
23.11.2023 09:00:00;23.11.2023 10:00:00;182;121;3230;;47;;372;3952
23.11.2023 10:00:00;23.11.2023 11:00:00;181;122;3108;;46;;372;3829
23.11.2023 11:00:00;23.11.2023 12:00:00;182;122;3029;;47;;319;3699
23.11.2023 12:00:00;23.11.2023 13:00:00;181;121;3048;;50;;340;3740
23.11.2023 13:00:00;23.11.2023 14:00:00;177;119;3032;;49;;360;3737
23.11.2023 14:00:00;23.11.2023 15:00:00;141;121;3076;;33;;318;3689
23.11.2023 15:00:00;23.11.2023 16:00:00;142;114;3126;;32;;274;3688
23.11.2023 16:00:00;23.11.2023 17:00:00;142;120;3130;;34;;210;3636
23.11.2023 17:00:00;23.11.2023 18:00:00;151;122;3110;;43;;196;3622
23.11.2023 18:00:00;23.11.2023 19:00:00;186;122;3113;;41;;194;3656
23.11.2023 19:00:00;23.11.2023 20:00:00;188;123;3091;;44;;207;3653
23.11.2023 20:00:00;23.11.2023 21:00:00;188;133;3025;;40;;247;3633
23.11.2023 21:00:00;23.11.2023 22:00:00;188;133;3028;;41;;256;3646
23.11.2023 22:00:00;23.11.2023 23:00:00;188;128;2844;;45;;275;3480
23.11.2023 23:00:00;24.11.2023 00:00:00;186;121;2360;;46;;290;3003
24.11.2023 00:00:00;24.11.2023 01:00:00;186;117;2113;;43;;321;2780
24.11.2023 01:00:00;24.11.2023 02:00:00;186;119;2069;;47;;321;2742
24.11.2023 02:00:00;24.11.2023 03:00:00;186;119;1977;;47;;385;2714
24.11.2023 03:00:00;24.11.2023 04:00:00;187;121;1890;;48;;424;2670
24.11.2023 04:00:00;24.11.2023 05:00:00;187;123;1922;;44;;430;2706
24.11.2023 05:00:00;24.11.2023 06:00:00;187;126;2228;;50;;337;2928
24.11.2023 06:00:00;24.11.2023 07:00:00;188;137;2638;;52;;361;3376
24.11.2023 07:00:00;24.11.2023 08:00:00;188;145;2994;;51;;394;3772
24.11.2023 08:00:00;24.11.2023 09:00:00;189;145;3041;;47;;501;3923
24.11.2023 09:00:00;24.11.2023 10:00:00;193;144;2912;;48;;510;3807
24.11.2023 10:00:00;24.11.2023 11:00:00;191;147;2879;;49;;439;3705
24.11.2023 11:00:00;24.11.2023 12:00:00;188;145;2591;;49;;281;3254
24.11.2023 12:00:00;24.11.2023 13:00:00;189;144;2819;;48;;209;3409
24.11.2023 13:00:00;24.11.2023 14:00:00;189;147;2989;;46;;211;3582
24.11.2023 14:00:00;24.11.2023 15:00:00;190;150;3021;;47;;211;3619
24.11.2023 15:00:00;24.11.2023 16:00:00;190;177;3135;;43;;246;3791
24.11.2023 16:00:00;24.11.2023 17:00:00;194;207;3112;;45;;358;3916
24.11.2023 17:00:00;24.11.2023 18:00:00;195;202;3056;;46;;399;3898
24.11.2023 18:00:00;24.11.2023 19:00:00;195;205;3034;;41;;395;3870
24.11.2023 19:00:00;24.11.2023 20:00:00;195;181;2913;;43;;334;3666
24.11.2023 20:00:00;24.11.2023 21:00:00;194;151;2880;;41;;295;3561
24.11.2023 21:00:00;24.11.2023 22:00:00;194;148;2840;;42;;252;3476
24.11.2023 22:00:00;24.11.2023 23:00:00;189;142;2657;;44;;258;3290
24.11.2023 23:00:00;25.11.2023 00:00:00;190;141;2332;;44;;230;2937
25.11.2023 00:00:00;25.11.2023 01:00:00;190;148;2352;;46;;235;2971
25.11.2023 01:00:00;25.11.2023 02:00:00;189;146;2366;;46;;242;2989
25.11.2023 02:00:00;25.11.2023 03:00:00;189;144;2672;;43;;245;3293
25.11.2023 03:00:00;25.11.2023 04:00:00;189;142;2704;;45;;258;3338
25.11.2023 04:00:00;25.11.2023 05:00:00;189;141;2781;;50;;248;3409
25.11.2023 05:00:00;25.11.2023 06:00:00;189;140;2625;;41;;245;3240
25.11.2023 06:00:00;25.11.2023 07:00:00;189;138;2489;;35;;230;3081
25.11.2023 07:00:00;25.11.2023 08:00:00;188;150;2079;;38;;207;2662
25.11.2023 08:00:00;25.11.2023 09:00:00;188;145;2007;;41;;217;2598
25.11.2023 09:00:00;25.11.2023 10:00:00;189;145;2056;;40;;208;2638
25.11.2023 10:00:00;25.11.2023 11:00:00;189;149;2068;;40;;141;2587
25.11.2023 11:00:00;25.11.2023 12:00:00;189;149;2032;;41;;131;2542
