Delivery Start (CET);Delivery End (CET);NO3 Price (NOK);NO4 Price (NOK);SE1 Price (NOK)
16.01.2024 02:00:00;16.01.2024 03:00:00;905.48;687.45;905.48
16.01.2024 03:00:00;16.01.2024 04:00:00;885.01;673.99;885.01
16.01.2024 04:00:00;16.01.2024 05:00:00;877.43;687.45;877.43
16.01.2024 05:00:00;16.01.2024 06:00:00;943.7;713.46;943.7
16.01.2024 06:00:00;16.01.2024 07:00:00;1046.84;796.12;1046.84
16.01.2024 07:00:00;16.01.2024 08:00:00;1133.23;1074.32;1133.23
16.01.2024 08:00:00;16.01.2024 09:00:00;1457;1187.51;1457
16.01.2024 09:00:00;16.01.2024 10:00:00;1425.56;1425.56;1425.56
16.01.2024 10:00:00;16.01.2024 11:00:00;1229.92;1187.51;1229.92
16.01.2024 11:00:00;16.01.2024 12:00:00;1139.68;1063.46;1139.68
16.01.2024 12:00:00;16.01.2024 13:00:00;1135.72;815.24;1135.72
16.01.2024 13:00:00;16.01.2024 14:00:00;1070.36;814.22;1070.36
16.01.2024 14:00:00;16.01.2024 15:00:00;1077.82;814.33;1077.82
16.01.2024 15:00:00;16.01.2024 16:00:00;1148.61;600.26;1148.61
16.01.2024 16:00:00;16.01.2024 17:00:00;1223.14;551.18;1223.14
16.01.2024 17:00:00;16.01.2024 18:00:00;1164.67;515.78;1164.67
16.01.2024 18:00:00;16.01.2024 19:00:00;1397.97;500.29;1397.97
16.01.2024 19:00:00;16.01.2024 20:00:00;1263.96;499.84;1263.96
16.01.2024 20:00:00;16.01.2024 21:00:00;1079.86;489.89;1079.86
16.01.2024 21:00:00;16.01.2024 22:00:00;974.91;448.72;974.91
16.01.2024 22:00:00;16.01.2024 23:00:00;927.76;398.97;927.76
16.01.2024 23:00:00;17.01.2024 00:00:00;878.56;376.35;878.56
17.01.2024 00:00:00;17.01.2024 01:00:00;793.97;463.95;793.97
17.01.2024 01:00:00;17.01.2024 02:00:00;787.95;425.1;787.95
17.01.2024 02:00:00;17.01.2024 03:00:00;777.84;384.21;777.84
17.01.2024 03:00:00;17.01.2024 04:00:00;767.5;380.23;767.5
17.01.2024 04:00:00;17.01.2024 05:00:00;764.66;367.05;764.66
17.01.2024 05:00:00;17.01.2024 06:00:00;764.32;380.68;764.32
17.01.2024 06:00:00;17.01.2024 07:00:00;802.61;380.8;802.61
17.01.2024 07:00:00;17.01.2024 08:00:00;908.14;445.66;908.14
17.01.2024 08:00:00;17.01.2024 09:00:00;1083.2;450.55;1083.2
17.01.2024 09:00:00;17.01.2024 10:00:00;1168.63;441.23;1168.63
17.01.2024 10:00:00;17.01.2024 11:00:00;1212.83;415.56;1212.83
17.01.2024 11:00:00;17.01.2024 12:00:00;1093.77;419.88;1093.77
17.01.2024 12:00:00;17.01.2024 13:00:00;953.92;419.88;953.92
17.01.2024 13:00:00;17.01.2024 14:00:00;891.56;410.56;891.56
17.01.2024 14:00:00;17.01.2024 15:00:00;809.08;417.95;809.08
17.01.2024 15:00:00;17.01.2024 16:00:00;766.25;450.1;766.25
17.01.2024 16:00:00;17.01.2024 17:00:00;792.15;433.51;679.69
17.01.2024 17:00:00;17.01.2024 18:00:00;782.16;404.2;644.81
17.01.2024 18:00:00;17.01.2024 19:00:00;759.1;400.11;711.72
17.01.2024 19:00:00;17.01.2024 20:00:00;801.47;399.88;715.7
17.01.2024 20:00:00;17.01.2024 21:00:00;782.27;399.31;714.79
17.01.2024 21:00:00;17.01.2024 22:00:00;776.59;398.63;680.94
17.01.2024 22:00:00;17.01.2024 23:00:00;769.77;380.57;661.74
17.01.2024 23:00:00;18.01.2024 00:00:00;742.4;375.57;666.85
18.01.2024 00:00:00;18.01.2024 01:00:00;752.41;375.69;547.45
18.01.2024 01:00:00;18.01.2024 02:00:00;731.75;371.81;562.17
18.01.2024 02:00:00;18.01.2024 03:00:00;718.4;380.37;531.24
18.01.2024 03:00:00;18.01.2024 04:00:00;709.27;390.53;512.98
18.01.2024 04:00:00;18.01.2024 05:00:00;621.62;390.87;533.18
18.01.2024 05:00:00;18.01.2024 06:00:00;662.25;432.3;542.77
18.01.2024 06:00:00;18.01.2024 07:00:00;750.24;485.13;524.39
18.01.2024 07:00:00;18.01.2024 08:00:00;787.1;499.4;518.8
18.01.2024 08:00:00;18.01.2024 09:00:00;834.69;509.33;509.33
18.01.2024 09:00:00;18.01.2024 10:00:00;821.45;513.21;513.21
18.01.2024 10:00:00;18.01.2024 11:00:00;794.18;515.15;523.14
18.01.2024 11:00:00;18.01.2024 12:00:00;779.57;527.25;527.25
18.01.2024 12:00:00;18.01.2024 13:00:00;766.56;517.2;517.2
18.01.2024 13:00:00;18.01.2024 14:00:00;750.24;522.68;522.68
18.01.2024 14:00:00;18.01.2024 15:00:00;728.56;542.2;542.2
18.01.2024 15:00:00;18.01.2024 16:00:00;729.36;544.25;544.25
18.01.2024 16:00:00;18.01.2024 17:00:00;739.74;574.26;574.26
18.01.2024 17:00:00;18.01.2024 18:00:00;738.26;590.36;590.36
18.01.2024 18:00:00;18.01.2024 19:00:00;733.01;599.83;599.83
18.01.2024 19:00:00;18.01.2024 20:00:00;705.16;608.96;608.96
18.01.2024 20:00:00;18.01.2024 21:00:00;673.21;584.31;607.25
18.01.2024 21:00:00;18.01.2024 22:00:00;720.11;600.85;600.85
18.01.2024 22:00:00;18.01.2024 23:00:00;681.54;584.31;584.31
18.01.2024 23:00:00;19.01.2024 00:00:00;677.09;584.31;597.66
19.01.2024 00:00:00;19.01.2024 01:00:00;605.49;545.2;545.2
19.01.2024 01:00:00;19.01.2024 02:00:00;583.41;549.89;549.89
19.01.2024 02:00:00;19.01.2024 03:00:00;570.94;556.3;556.3
19.01.2024 03:00:00;19.01.2024 04:00:00;569.91;550.01;569.91
19.01.2024 04:00:00;19.01.2024 05:00:00;582.15;570.03;582.15
19.01.2024 05:00:00;19.01.2024 06:00:00;621.73;577.58;577.58
19.01.2024 06:00:00;19.01.2024 07:00:00;608.01;595.88;602.97
19.01.2024 07:00:00;19.01.2024 08:00:00;708.1;596;644.04
19.01.2024 08:00:00;19.01.2024 09:00:00;755.23;599.08;663.49
19.01.2024 09:00:00;19.01.2024 10:00:00;770.22;699.87;699.87
19.01.2024 10:00:00;19.01.2024 11:00:00;781.54;709.59;781.54
19.01.2024 11:00:00;19.01.2024 12:00:00;825.13;710.16;825.13
19.01.2024 12:00:00;19.01.2024 13:00:00;853.27;824.67;853.27
19.01.2024 13:00:00;19.01.2024 14:00:00;859.68;823.87;859.68
19.01.2024 14:00:00;19.01.2024 15:00:00;879.81;823.98;879.81
19.01.2024 15:00:00;19.01.2024 16:00:00;916.99;824.21;916.99
19.01.2024 16:00:00;19.01.2024 17:00:00;1026.46;701.35;1026.46
19.01.2024 17:00:00;19.01.2024 18:00:00;1219.33;699.98;1219.33
19.01.2024 18:00:00;19.01.2024 19:00:00;1241.07;599.2;1241.07
19.01.2024 19:00:00;19.01.2024 20:00:00;973.5;596;973.5
19.01.2024 20:00:00;19.01.2024 21:00:00;867.34;596;867.34
19.01.2024 21:00:00;19.01.2024 22:00:00;835.19;595.88;835.19
19.01.2024 22:00:00;19.01.2024 23:00:00;808.66;571.86;808.66
19.01.2024 23:00:00;20.01.2024 00:00:00;762.9;544.63;762.9
20.01.2024 00:00:00;20.01.2024 01:00:00;770.82;504.42;770.82
20.01.2024 01:00:00;20.01.2024 02:00:00;741.07;502.59;741.07
20.01.2024 02:00:00;20.01.2024 03:00:00;742.09;500.09;742.09
20.01.2024 03:00:00;20.01.2024 04:00:00;722.03;479.45;722.03
20.01.2024 04:00:00;20.01.2024 05:00:00;722.37;450.39;722.37
20.01.2024 05:00:00;20.01.2024 06:00:00;721.12;449.36;721.12
20.01.2024 06:00:00;20.01.2024 07:00:00;734.68;441.72;734.68
20.01.2024 07:00:00;20.01.2024 08:00:00;769.22;434.88;769.22
20.01.2024 08:00:00;20.01.2024 09:00:00;807.52;423.6;807.52
20.01.2024 09:00:00;20.01.2024 10:00:00;855.86;455.29;855.86
20.01.2024 10:00:00;20.01.2024 11:00:00;838.65;485.38;838.65
20.01.2024 11:00:00;20.01.2024 12:00:00;826.56;493.59;826.56
20.01.2024 12:00:00;20.01.2024 13:00:00;795.1;500.09;795.1
20.01.2024 13:00:00;20.01.2024 14:00:00;769.22;502.59;769.22
20.01.2024 14:00:00;20.01.2024 15:00:00;716.56;502.59;716.56
20.01.2024 15:00:00;20.01.2024 16:00:00;653.52;502.59;653.52
20.01.2024 16:00:00;20.01.2024 17:00:00;544.2;499.86;544.2
20.01.2024 17:00:00;20.01.2024 18:00:00;511.94;499.52;511.94
20.01.2024 18:00:00;20.01.2024 19:00:00;500.09;485.38;500.09
20.01.2024 19:00:00;20.01.2024 20:00:00;490.63;472.73;490.63
20.01.2024 20:00:00;20.01.2024 21:00:00;475.35;457.57;475.35
20.01.2024 21:00:00;20.01.2024 22:00:00;449.7;440.01;449.7
20.01.2024 22:00:00;20.01.2024 23:00:00;423.14;423.14;423.14
20.01.2024 23:00:00;21.01.2024 00:00:00;407.87;407.87;407.87
21.01.2024 00:00:00;21.01.2024 01:00:00;398.25;398.25;398.25
21.01.2024 01:00:00;21.01.2024 02:00:00;397.68;397.68;397.68
21.01.2024 02:00:00;21.01.2024 03:00:00;396.65;396.65;396.65
21.01.2024 03:00:00;21.01.2024 04:00:00;393.9;393.9;393.9
21.01.2024 04:00:00;21.01.2024 05:00:00;392.53;392.53;392.53
21.01.2024 05:00:00;21.01.2024 06:00:00;396.31;396.31;396.31
21.01.2024 06:00:00;21.01.2024 07:00:00;392.76;392.76;392.76
21.01.2024 07:00:00;21.01.2024 08:00:00;400.54;400.54;400.54
21.01.2024 08:00:00;21.01.2024 09:00:00;398.83;398.83;398.83
21.01.2024 09:00:00;21.01.2024 10:00:00;407.41;407.41;407.41
21.01.2024 10:00:00;21.01.2024 11:00:00;422.3;422.3;422.3
21.01.2024 11:00:00;21.01.2024 12:00:00;432.83;432.83;432.83
21.01.2024 12:00:00;21.01.2024 13:00:00;427.22;427.22;427.22
21.01.2024 13:00:00;21.01.2024 14:00:00;421.15;421.15;421.15
21.01.2024 14:00:00;21.01.2024 15:00:00;424.13;424.13;424.13
21.01.2024 15:00:00;21.01.2024 16:00:00;429.74;400.77;429.74
21.01.2024 16:00:00;21.01.2024 17:00:00;428.37;401.23;428.37
21.01.2024 17:00:00;21.01.2024 18:00:00;411.31;401.34;411.31
21.01.2024 18:00:00;21.01.2024 19:00:00;406.84;401;406.84
21.01.2024 19:00:00;21.01.2024 20:00:00;400.31;400.31;400.31
21.01.2024 20:00:00;21.01.2024 21:00:00;396.99;396.99;396.99
21.01.2024 21:00:00;21.01.2024 22:00:00;477.15;394.59;395.62
21.01.2024 22:00:00;21.01.2024 23:00:00;469.36;342.83;398.83
21.01.2024 23:00:00;22.01.2024 00:00:00;332.41;308.71;332.41
22.01.2024 00:00:00;22.01.2024 01:00:00;312.6;312.6;312.6
22.01.2024 01:00:00;22.01.2024 02:00:00;254.66;254.66;254.66
22.01.2024 02:00:00;22.01.2024 03:00:00;213.21;213.21;213.21
22.01.2024 03:00:00;22.01.2024 04:00:00;110.15;110.15;57.71
22.01.2024 04:00:00;22.01.2024 05:00:00;90.46;90.46;57.94
22.01.2024 05:00:00;22.01.2024 06:00:00;229.01;229.01;229.01
22.01.2024 06:00:00;22.01.2024 07:00:00;298.29;298.29;298.29
22.01.2024 07:00:00;22.01.2024 08:00:00;380.16;328.98;380.16
22.01.2024 08:00:00;22.01.2024 09:00:00;378.79;378.79;378.79
22.01.2024 09:00:00;22.01.2024 10:00:00;376.38;376.38;376.38
22.01.2024 10:00:00;22.01.2024 11:00:00;362.87;362.87;362.87
22.01.2024 11:00:00;22.01.2024 12:00:00;353.48;353.48;353.48
22.01.2024 12:00:00;22.01.2024 13:00:00;357.72;350.39;350.39
22.01.2024 13:00:00;22.01.2024 14:00:00;485.16;335.39;335.39
22.01.2024 14:00:00;22.01.2024 15:00:00;494.78;327.26;327.26
22.01.2024 15:00:00;22.01.2024 16:00:00;517;347.18;347.18
22.01.2024 16:00:00;22.01.2024 17:00:00;529.48;362.07;362.07
22.01.2024 17:00:00;22.01.2024 18:00:00;491.12;376.15;376.15
22.01.2024 18:00:00;22.01.2024 19:00:00;481.27;371.46;371.46
22.01.2024 19:00:00;22.01.2024 20:00:00;379.02;363.56;363.56
22.01.2024 20:00:00;22.01.2024 21:00:00;359.66;359.66;359.66
22.01.2024 21:00:00;22.01.2024 22:00:00;330.24;330.24;330.24
22.01.2024 22:00:00;22.01.2024 23:00:00;298.52;298.52;298.52
22.01.2024 23:00:00;23.01.2024 00:00:00;263.71;263.71;263.71
23.01.2024 00:00:00;23.01.2024 01:00:00;211.01;211.01;181.16
23.01.2024 01:00:00;23.01.2024 02:00:00;220.96;220.96;112.77
23.01.2024 02:00:00;23.01.2024 03:00:00;224.96;224.96;104.53
23.01.2024 03:00:00;23.01.2024 04:00:00;227.36;227.36;47.69
23.01.2024 04:00:00;23.01.2024 05:00:00;225.07;225.07;116.88
23.01.2024 05:00:00;23.01.2024 06:00:00;247.38;247.38;247.38
23.01.2024 06:00:00;23.01.2024 07:00:00;294.27;294.27;294.27
23.01.2024 07:00:00;23.01.2024 08:00:00;336.13;336.13;336.13
23.01.2024 08:00:00;23.01.2024 09:00:00;384.5;384.5;384.5
23.01.2024 09:00:00;23.01.2024 10:00:00;352.48;352.48;352.48
23.01.2024 10:00:00;23.01.2024 11:00:00;342.19;342.19;342.19
23.01.2024 11:00:00;23.01.2024 12:00:00;316.45;316.45;316.45
23.01.2024 12:00:00;23.01.2024 13:00:00;303.99;303.99;303.99
23.01.2024 13:00:00;23.01.2024 14:00:00;306.05;306.05;306.05
23.01.2024 14:00:00;23.01.2024 15:00:00;349.96;305.7;305.7
23.01.2024 15:00:00;23.01.2024 16:00:00;364.37;331.67;331.67
23.01.2024 16:00:00;23.01.2024 17:00:00;502.42;332.58;332.58
23.01.2024 17:00:00;23.01.2024 18:00:00;573.67;328.23;328.23
23.01.2024 18:00:00;23.01.2024 19:00:00;590.71;331.78;331.78
23.01.2024 19:00:00;23.01.2024 20:00:00;623.87;346.53;346.53
23.01.2024 20:00:00;23.01.2024 21:00:00;624.56;374.55;374.55
23.01.2024 21:00:00;23.01.2024 22:00:00;562.92;411.04;411.04
23.01.2024 22:00:00;23.01.2024 23:00:00;488.01;466.85;466.85
23.01.2024 23:00:00;24.01.2024 00:00:00;380.39;380.39;380.39
24.01.2024 00:00:00;24.01.2024 01:00:00;327.24;327.24;327.24
24.01.2024 01:00:00;24.01.2024 02:00:00;287.9;287.9;287.9
24.01.2024 02:00:00;24.01.2024 03:00:00;236.08;236.08;236.08
24.01.2024 03:00:00;24.01.2024 04:00:00;215.26;215.26;215.26
24.01.2024 04:00:00;24.01.2024 05:00:00;212.86;212.86;204.17
24.01.2024 05:00:00;24.01.2024 06:00:00;223.61;223.61;223.61
24.01.2024 06:00:00;24.01.2024 07:00:00;291.67;291.67;291.67
24.01.2024 07:00:00;24.01.2024 08:00:00;443;425.04;443
24.01.2024 08:00:00;24.01.2024 09:00:00;565.38;418.86;565.38
24.01.2024 09:00:00;24.01.2024 10:00:00;566.64;415.2;566.64
24.01.2024 10:00:00;24.01.2024 11:00:00;573.05;419.78;573.05
24.01.2024 11:00:00;24.01.2024 12:00:00;580.6;415.77;580.6
24.01.2024 12:00:00;24.01.2024 13:00:00;534.96;399.88;449.97
24.01.2024 13:00:00;24.01.2024 14:00:00;553.49;415.2;427.1
24.01.2024 14:00:00;24.01.2024 15:00:00;564.47;434.99;515.17
24.01.2024 15:00:00;24.01.2024 16:00:00;571.33;437.39;571.33
24.01.2024 16:00:00;24.01.2024 17:00:00;581.05;451.8;581.05
24.01.2024 17:00:00;24.01.2024 18:00:00;620.06;459.7;620.06
24.01.2024 18:00:00;24.01.2024 19:00:00;580.94;459.24;580.94
24.01.2024 19:00:00;24.01.2024 20:00:00;565.96;456.27;565.96
24.01.2024 20:00:00;24.01.2024 21:00:00;482.46;429.61;482.46
24.01.2024 21:00:00;24.01.2024 22:00:00;457.98;429.61;457.98
24.01.2024 22:00:00;24.01.2024 23:00:00;480.51;426.07;480.51
24.01.2024 23:00:00;25.01.2024 00:00:00;440.71;413.03;440.71
25.01.2024 00:00:00;25.01.2024 01:00:00;501.09;421.99;501.09
25.01.2024 01:00:00;25.01.2024 02:00:00;502.57;429.76;502.57
25.01.2024 02:00:00;25.01.2024 03:00:00;488.74;435.48;488.74
25.01.2024 03:00:00;25.01.2024 04:00:00;501.2;444.51;501.2
25.01.2024 04:00:00;25.01.2024 05:00:00;515.6;445.77;515.6
25.01.2024 05:00:00;25.01.2024 06:00:00;583.04;469.54;583.04
25.01.2024 06:00:00;25.01.2024 07:00:00;678.82;472.4;678.82
25.01.2024 07:00:00;25.01.2024 08:00:00;754.94;500.63;754.94
25.01.2024 08:00:00;25.01.2024 09:00:00;1017.49;539.49;1017.49
25.01.2024 09:00:00;25.01.2024 10:00:00;974.4;540.52;974.4
25.01.2024 10:00:00;25.01.2024 11:00:00;929.82;539.49;929.82
25.01.2024 11:00:00;25.01.2024 12:00:00;871.19;539.49;871.19
25.01.2024 12:00:00;25.01.2024 13:00:00;830.15;539.38;830.15
25.01.2024 13:00:00;25.01.2024 14:00:00;862.27;530.58;862.27
25.01.2024 14:00:00;25.01.2024 15:00:00;909.36;539.38;909.36
25.01.2024 15:00:00;25.01.2024 16:00:00;788.09;536.63;788.09
25.01.2024 16:00:00;25.01.2024 17:00:00;817.24;539.38;817.24
25.01.2024 17:00:00;25.01.2024 18:00:00;1134.3;539.38;1134.3
25.01.2024 18:00:00;25.01.2024 19:00:00;1279.69;501.09;1279.69
25.01.2024 19:00:00;25.01.2024 20:00:00;832.9;500.29;832.9
25.01.2024 20:00:00;25.01.2024 21:00:00;746.71;498.34;746.71
25.01.2024 21:00:00;25.01.2024 22:00:00;709.68;498.23;722.48
25.01.2024 22:00:00;25.01.2024 23:00:00;591.73;455.82;724.66
25.01.2024 23:00:00;26.01.2024 00:00:00;534.35;435.48;712.54
26.01.2024 00:00:00;26.01.2024 01:00:00;479.12;453.27;603.25
26.01.2024 01:00:00;26.01.2024 02:00:00;466.82;425.93;501.78
26.01.2024 02:00:00;26.01.2024 03:00:00;453.15;398.15;453.15
26.01.2024 03:00:00;26.01.2024 04:00:00;435.39;360.22;435.39
26.01.2024 04:00:00;26.01.2024 05:00:00;411.7;351;411.7
26.01.2024 05:00:00;26.01.2024 06:00:00;375.82;348.04;375.82
26.01.2024 06:00:00;26.01.2024 07:00:00;391.2;391.2;391.2
26.01.2024 07:00:00;26.01.2024 08:00:00;400.99;400.99;400.99
26.01.2024 08:00:00;26.01.2024 09:00:00;396.32;396.32;396.32
26.01.2024 09:00:00;26.01.2024 10:00:00;410.56;410.56;410.56
26.01.2024 10:00:00;26.01.2024 11:00:00;413.75;413.75;413.75
26.01.2024 11:00:00;26.01.2024 12:00:00;400.88;400.88;400.88
26.01.2024 12:00:00;26.01.2024 13:00:00;408.4;408.4;408.4
26.01.2024 13:00:00;26.01.2024 14:00:00;398.03;398.03;398.03
26.01.2024 14:00:00;26.01.2024 15:00:00;376.51;376.51;376.51
26.01.2024 15:00:00;26.01.2024 16:00:00;366.94;366.94;366.94
26.01.2024 16:00:00;26.01.2024 17:00:00;376.51;376.51;376.51
26.01.2024 17:00:00;26.01.2024 18:00:00;376.51;376.51;376.51
26.01.2024 18:00:00;26.01.2024 19:00:00;409.65;409.65;409.65
26.01.2024 19:00:00;26.01.2024 20:00:00;381.63;381.63;381.63
26.01.2024 20:00:00;26.01.2024 21:00:00;314.1;314.1;314.1
26.01.2024 21:00:00;26.01.2024 22:00:00;293.37;293.37;293.37
26.01.2024 22:00:00;26.01.2024 23:00:00;277.77;277.77;277.77
26.01.2024 23:00:00;27.01.2024 00:00:00;250.32;250.32;250.32
27.01.2024 00:00:00;27.01.2024 01:00:00;219;219;219
27.01.2024 01:00:00;27.01.2024 02:00:00;206.99;206.99;206.99
27.01.2024 02:00:00;27.01.2024 03:00:00;199.85;199.85;199.85
27.01.2024 03:00:00;27.01.2024 04:00:00;204.27;204.27;204.27
27.01.2024 04:00:00;27.01.2024 05:00:00;209.6;209.6;209.6
27.01.2024 05:00:00;27.01.2024 06:00:00;213.56;213.56;213.56
27.01.2024 06:00:00;27.01.2024 07:00:00;220.02;220.02;220.02
27.01.2024 07:00:00;27.01.2024 08:00:00;234.76;234.76;234.76
27.01.2024 08:00:00;27.01.2024 09:00:00;238.05;238.05;238.05
27.01.2024 09:00:00;27.01.2024 10:00:00;238.39;238.39;238.39
27.01.2024 10:00:00;27.01.2024 11:00:00;239.52;239.52;239.52
27.01.2024 11:00:00;27.01.2024 12:00:00;238.27;238.27;238.27
27.01.2024 12:00:00;27.01.2024 13:00:00;232.72;232.72;232.72
27.01.2024 13:00:00;27.01.2024 14:00:00;227.62;227.62;227.62
27.01.2024 14:00:00;27.01.2024 15:00:00;227.05;227.05;227.05
27.01.2024 15:00:00;27.01.2024 16:00:00;228.64;228.64;228.64
27.01.2024 16:00:00;27.01.2024 17:00:00;230.45;230.45;230.45
27.01.2024 17:00:00;27.01.2024 18:00:00;234.31;234.31;234.31
27.01.2024 18:00:00;27.01.2024 19:00:00;231.36;231.36;231.36
27.01.2024 19:00:00;27.01.2024 20:00:00;211.07;211.07;211.07
27.01.2024 20:00:00;27.01.2024 21:00:00;171.51;171.51;171.51
27.01.2024 21:00:00;27.01.2024 22:00:00;114.94;114.94;114.94
27.01.2024 22:00:00;27.01.2024 23:00:00;51.8;51.8;39.45
27.01.2024 23:00:00;28.01.2024 00:00:00;41.6;41.6;31.29
28.01.2024 00:00:00;28.01.2024 01:00:00;33.86;33.86;0.11
28.01.2024 01:00:00;28.01.2024 02:00:00;36.24;36.24;29.58
28.01.2024 02:00:00;28.01.2024 03:00:00;40.3;40.3;39.28
28.01.2024 03:00:00;28.01.2024 04:00:00;129.59;129.59;129.59
28.01.2024 04:00:00;28.01.2024 05:00:00;169.89;169.89;169.89
28.01.2024 05:00:00;28.01.2024 06:00:00;184.45;184.45;184.45
28.01.2024 06:00:00;28.01.2024 07:00:00;205.67;205.67;205.67
28.01.2024 07:00:00;28.01.2024 08:00:00;211.77;211.77;211.77
28.01.2024 08:00:00;28.01.2024 09:00:00;209.4;209.4;209.4
28.01.2024 09:00:00;28.01.2024 10:00:00;210.64;210.64;210.64
28.01.2024 10:00:00;28.01.2024 11:00:00;210.41;210.41;210.41
28.01.2024 11:00:00;28.01.2024 12:00:00;211.43;211.43;211.43
28.01.2024 12:00:00;28.01.2024 13:00:00;208.72;208.72;208.72
28.01.2024 13:00:00;28.01.2024 14:00:00;203.75;203.75;203.75
28.01.2024 14:00:00;28.01.2024 15:00:00;190.88;190.88;190.88
28.01.2024 15:00:00;28.01.2024 16:00:00;202.17;202.17;202.17
28.01.2024 16:00:00;28.01.2024 17:00:00;207.93;207.93;207.93
28.01.2024 17:00:00;28.01.2024 18:00:00;206.12;206.12;206.12
28.01.2024 18:00:00;28.01.2024 19:00:00;204.99;204.99;204.99
28.01.2024 19:00:00;28.01.2024 20:00:00;151.49;151.49;151.49
28.01.2024 20:00:00;28.01.2024 21:00:00;41.88;41.88;22.24
28.01.2024 21:00:00;28.01.2024 22:00:00;36.12;36.12;0.11
28.01.2024 22:00:00;28.01.2024 23:00:00;32.85;32.85;-0.11
28.01.2024 23:00:00;29.01.2024 00:00:00;32.74;32.74;-3.5
29.01.2024 00:00:00;29.01.2024 01:00:00;32.74;32.74;-4.74
29.01.2024 01:00:00;29.01.2024 02:00:00;32.74;32.74;-19.42
29.01.2024 02:00:00;29.01.2024 03:00:00;29.46;29.46;-20.09
29.01.2024 03:00:00;29.01.2024 04:00:00;32.74;32.74;-19.98
29.01.2024 04:00:00;29.01.2024 05:00:00;32.74;32.74;-15.92
29.01.2024 05:00:00;29.01.2024 06:00:00;32.74;32.74;-1.24
29.01.2024 06:00:00;29.01.2024 07:00:00;66.71;66.71;66.71
29.01.2024 07:00:00;29.01.2024 08:00:00;216.4;216.4;216.4
29.01.2024 08:00:00;29.01.2024 09:00:00;232.09;232.09;232.09
29.01.2024 09:00:00;29.01.2024 10:00:00;245.52;245.52;245.52
29.01.2024 10:00:00;29.01.2024 11:00:00;240.89;240.89;240.89
29.01.2024 11:00:00;29.01.2024 12:00:00;237.96;237.96;237.96
29.01.2024 12:00:00;29.01.2024 13:00:00;226.1;226.1;226.1
29.01.2024 13:00:00;29.01.2024 14:00:00;224.18;224.18;224.18
29.01.2024 14:00:00;29.01.2024 15:00:00;220.35;220.35;220.35
29.01.2024 15:00:00;29.01.2024 16:00:00;220.35;220.35;220.35
29.01.2024 16:00:00;29.01.2024 17:00:00;221.48;221.48;221.48
29.01.2024 17:00:00;29.01.2024 18:00:00;224.3;224.3;224.3
29.01.2024 18:00:00;29.01.2024 19:00:00;221.14;221.14;221.14
29.01.2024 19:00:00;29.01.2024 20:00:00;222.04;222.04;222.04
29.01.2024 20:00:00;29.01.2024 21:00:00;220.01;220.01;220.01
29.01.2024 21:00:00;29.01.2024 22:00:00;216.4;216.4;216.4
29.01.2024 22:00:00;29.01.2024 23:00:00;214.82;214.82;214.82
29.01.2024 23:00:00;30.01.2024 00:00:00;213.69;213.69;213.69
30.01.2024 00:00:00;30.01.2024 01:00:00;190.4;190.4;190.4
30.01.2024 01:00:00;30.01.2024 02:00:00;194.47;194.47;194.47
30.01.2024 02:00:00;30.01.2024 03:00:00;199.21;199.21;199.21
30.01.2024 03:00:00;30.01.2024 04:00:00;205.65;205.65;205.65
30.01.2024 04:00:00;30.01.2024 05:00:00;212.31;212.31;212.31
30.01.2024 05:00:00;30.01.2024 06:00:00;228.35;228.35;228.35
30.01.2024 06:00:00;30.01.2024 07:00:00;249.24;249.24;249.24
30.01.2024 07:00:00;30.01.2024 08:00:00;264.48;264.48;264.48
30.01.2024 08:00:00;30.01.2024 09:00:00;272.16;272.16;272.16
30.01.2024 09:00:00;30.01.2024 10:00:00;302.77;273.52;273.52
30.01.2024 10:00:00;30.01.2024 11:00:00;319.71;272.28;272.28
30.01.2024 11:00:00;30.01.2024 12:00:00;380.58;275.1;275.1
30.01.2024 12:00:00;30.01.2024 13:00:00;376.51;275.21;275.21
30.01.2024 13:00:00;30.01.2024 14:00:00;377.19;276.11;276.11
30.01.2024 14:00:00;30.01.2024 15:00:00;376.17;273.52;273.52
30.01.2024 15:00:00;30.01.2024 16:00:00;356.3;274.31;274.31
30.01.2024 16:00:00;30.01.2024 17:00:00;315.87;274.76;274.76
30.01.2024 17:00:00;30.01.2024 18:00:00;277.7;270.81;270.81
30.01.2024 18:00:00;30.01.2024 19:00:00;283.23;267.53;267.53
30.01.2024 19:00:00;30.01.2024 20:00:00;277.47;260.87;260.87
30.01.2024 20:00:00;30.01.2024 21:00:00;271.6;253.75;253.75
30.01.2024 21:00:00;30.01.2024 22:00:00;265.84;258.61;258.61
30.01.2024 22:00:00;30.01.2024 23:00:00;254.77;254.77;254.77
30.01.2024 23:00:00;31.01.2024 00:00:00;234.22;234.22;234.22
31.01.2024 00:00:00;31.01.2024 01:00:00;208.06;208.06;208.06
31.01.2024 01:00:00;31.01.2024 02:00:00;208.86;208.86;208.86
31.01.2024 02:00:00;31.01.2024 03:00:00;209.31;209.31;209.31
31.01.2024 03:00:00;31.01.2024 04:00:00;210.21;210.21;210.21
31.01.2024 04:00:00;31.01.2024 05:00:00;214.51;214.51;214.51
31.01.2024 05:00:00;31.01.2024 06:00:00;219.38;219.38;219.38
31.01.2024 06:00:00;31.01.2024 07:00:00;247.55;247.55;247.55
31.01.2024 07:00:00;31.01.2024 08:00:00;257.17;257.17;257.17
