Delivery Start (CET);Delivery End (CET);NO3 Price (NOK);NO4 Price (NOK);SE1 Price (NOK)
07.06.2024 04:00:00;07.06.2024 05:00:00;209.38;209.38;209.38
07.06.2024 05:00:00;07.06.2024 06:00:00;251.49;251.49;251.49
07.06.2024 06:00:00;07.06.2024 07:00:00;349.73;349.73;349.73
07.06.2024 07:00:00;07.06.2024 08:00:00;379.76;379.76;379.76
07.06.2024 08:00:00;07.06.2024 09:00:00;384.25;384.25;384.25
07.06.2024 09:00:00;07.06.2024 10:00:00;374.81;374.81;374.81
07.06.2024 10:00:00;07.06.2024 11:00:00;358.59;358.59;358.59
07.06.2024 11:00:00;07.06.2024 12:00:00;349.85;349.85;349.85
07.06.2024 12:00:00;07.06.2024 13:00:00;338.92;338.92;338.92
07.06.2024 13:00:00;07.06.2024 14:00:00;291.75;291.75;291.75
07.06.2024 14:00:00;07.06.2024 15:00:00;200.29;200.29;200.29
07.06.2024 15:00:00;07.06.2024 16:00:00;167.85;167.85;167.85
07.06.2024 16:00:00;07.06.2024 17:00:00;276.8;276.8;276.8
07.06.2024 17:00:00;07.06.2024 18:00:00;368.14;368.14;368.14
07.06.2024 18:00:00;07.06.2024 19:00:00;370.67;370.67;370.67
07.06.2024 19:00:00;07.06.2024 20:00:00;371.71;371.71;371.71
07.06.2024 20:00:00;07.06.2024 21:00:00;362.85;362.85;362.85
07.06.2024 21:00:00;07.06.2024 22:00:00;344.56;344.56;344.56
07.06.2024 22:00:00;07.06.2024 23:00:00;337.42;337.42;337.42
07.06.2024 23:00:00;08.06.2024 00:00:00;266.1;266.1;266.1
08.06.2024 00:00:00;08.06.2024 01:00:00;259.98;259.98;259.98
08.06.2024 01:00:00;08.06.2024 02:00:00;250.21;250.21;250.21
08.06.2024 02:00:00;08.06.2024 03:00:00;240.1;240.1;240.1
08.06.2024 03:00:00;08.06.2024 04:00:00;236.65;236.65;236.65
08.06.2024 04:00:00;08.06.2024 05:00:00;235.61;235.61;235.61
08.06.2024 05:00:00;08.06.2024 06:00:00;239.29;239.29;239.29
08.06.2024 06:00:00;08.06.2024 07:00:00;286.76;286.76;286.76
08.06.2024 07:00:00;08.06.2024 08:00:00;325.49;325.49;325.49
08.06.2024 08:00:00;08.06.2024 09:00:00;338.71;338.71;338.71
08.06.2024 09:00:00;08.06.2024 10:00:00;173.55;173.55;173.55
08.06.2024 10:00:00;08.06.2024 11:00:00;118.5;118.5;17.36
08.06.2024 11:00:00;08.06.2024 12:00:00;153.21;153.21;-25.29
08.06.2024 12:00:00;08.06.2024 13:00:00;126.66;126.66;-68.96
08.06.2024 13:00:00;08.06.2024 14:00:00;50;50;-159.53
08.06.2024 14:00:00;08.06.2024 15:00:00;42.53;42.53;-168.15
08.06.2024 15:00:00;08.06.2024 16:00:00;117.23;117.23;-155.16
08.06.2024 16:00:00;08.06.2024 17:00:00;154.7;154.7;-29.19
08.06.2024 17:00:00;08.06.2024 18:00:00;164.93;164.93;164.93
08.06.2024 18:00:00;08.06.2024 19:00:00;310.44;310.44;310.44
08.06.2024 19:00:00;08.06.2024 20:00:00;326.76;326.76;326.76
08.06.2024 20:00:00;08.06.2024 21:00:00;299.75;299.75;299.75
08.06.2024 21:00:00;08.06.2024 22:00:00;257.8;257.8;257.8
08.06.2024 22:00:00;08.06.2024 23:00:00;231.25;231.25;231.25
08.06.2024 23:00:00;09.06.2024 00:00:00;208.37;208.37;208.37
09.06.2024 00:00:00;09.06.2024 01:00:00;177.02;177.02;177.02
09.06.2024 01:00:00;09.06.2024 02:00:00;149.54;149.54;149.54
09.06.2024 02:00:00;09.06.2024 03:00:00;118.36;118.36;104.27
09.06.2024 03:00:00;09.06.2024 04:00:00;57.62;57.62;57.62
09.06.2024 04:00:00;09.06.2024 05:00:00;47.23;47.23;47.23
09.06.2024 05:00:00;09.06.2024 06:00:00;22.29;22.29;21.59
09.06.2024 06:00:00;09.06.2024 07:00:00;49.88;49.88;8.31
09.06.2024 07:00:00;09.06.2024 08:00:00;34.76;34.76;9.01
09.06.2024 08:00:00;09.06.2024 09:00:00;73.56;73.56;-1.5
09.06.2024 09:00:00;09.06.2024 10:00:00;109.58;109.58;-23.21
09.06.2024 10:00:00;09.06.2024 11:00:00;116.4;116.4;-87.76
09.06.2024 11:00:00;09.06.2024 12:00:00;50.11;50.11;-173.21
09.06.2024 12:00:00;09.06.2024 13:00:00;34.99;34.99;-286.02
09.06.2024 13:00:00;09.06.2024 14:00:00;34.76;34.76;-377.48
09.06.2024 14:00:00;09.06.2024 15:00:00;34.64;34.64;-428.75
09.06.2024 15:00:00;09.06.2024 16:00:00;34.87;34.87;-331.17
09.06.2024 16:00:00;09.06.2024 17:00:00;134.99;134.99;-57.62
09.06.2024 17:00:00;09.06.2024 18:00:00;161.31;161.31;-6.81
09.06.2024 18:00:00;09.06.2024 19:00:00;164.89;164.89;70.44
09.06.2024 19:00:00;09.06.2024 20:00:00;170.44;170.44;150.34
09.06.2024 20:00:00;09.06.2024 21:00:00;185.1;185.1;185.1
09.06.2024 21:00:00;09.06.2024 22:00:00;201.5;201.5;201.5
09.06.2024 22:00:00;09.06.2024 23:00:00;192.61;192.61;192.61
09.06.2024 23:00:00;10.06.2024 00:00:00;182.68;182.68;182.68
10.06.2024 00:00:00;10.06.2024 01:00:00;169.63;169.63;169.63
10.06.2024 01:00:00;10.06.2024 02:00:00;147.92;147.92;147.92
10.06.2024 02:00:00;10.06.2024 03:00:00;136.95;136.95;136.95
10.06.2024 03:00:00;10.06.2024 04:00:00;138.91;138.91;138.91
10.06.2024 04:00:00;10.06.2024 05:00:00;176.56;176.56;176.56
10.06.2024 05:00:00;10.06.2024 06:00:00;319.63;319.63;319.63
10.06.2024 06:00:00;10.06.2024 07:00:00;360.5;360.5;360.5
10.06.2024 07:00:00;10.06.2024 08:00:00;376.67;376.67;376.67
10.06.2024 08:00:00;10.06.2024 09:00:00;390.29;390.29;390.29
10.06.2024 09:00:00;10.06.2024 10:00:00;435.79;375.75;435.79
10.06.2024 10:00:00;10.06.2024 11:00:00;407.15;382.56;407.15
10.06.2024 11:00:00;10.06.2024 12:00:00;381.63;381.63;381.63
10.06.2024 12:00:00;10.06.2024 13:00:00;373.2;373.2;373.2
10.06.2024 13:00:00;10.06.2024 14:00:00;369.86;369.86;369.86
10.06.2024 14:00:00;10.06.2024 15:00:00;369.51;369.51;369.51
10.06.2024 15:00:00;10.06.2024 16:00:00;367.55;367.55;367.55
10.06.2024 16:00:00;10.06.2024 17:00:00;368.12;368.12;368.12
10.06.2024 17:00:00;10.06.2024 18:00:00;379.32;373.2;379.32
10.06.2024 18:00:00;10.06.2024 19:00:00;408.89;373.9;408.89
10.06.2024 19:00:00;10.06.2024 20:00:00;403.8;373.78;403.8
10.06.2024 20:00:00;10.06.2024 21:00:00;385.68;374.48;385.68
10.06.2024 21:00:00;10.06.2024 22:00:00;374.24;374.24;374.24
10.06.2024 22:00:00;10.06.2024 23:00:00;363.74;363.74;363.74
10.06.2024 23:00:00;11.06.2024 00:00:00;316.51;316.51;316.51
11.06.2024 00:00:00;11.06.2024 01:00:00;352.25;352.25;352.25
11.06.2024 01:00:00;11.06.2024 02:00:00;345.56;345.56;345.56
11.06.2024 02:00:00;11.06.2024 03:00:00;344.76;344.76;344.76
11.06.2024 03:00:00;11.06.2024 04:00:00;344.87;344.87;344.87
11.06.2024 04:00:00;11.06.2024 05:00:00;363.08;363.08;363.08
11.06.2024 05:00:00;11.06.2024 06:00:00;414.82;368.15;432.1
11.06.2024 06:00:00;11.06.2024 07:00:00;453.88;370.8;453.88
11.06.2024 07:00:00;11.06.2024 08:00:00;465.63;378.98;465.63
11.06.2024 08:00:00;11.06.2024 09:00:00;475.77;394.88;475.77
11.06.2024 09:00:00;11.06.2024 10:00:00;480.15;396.15;480.15
11.06.2024 10:00:00;11.06.2024 11:00:00;484.76;395;484.76
11.06.2024 11:00:00;11.06.2024 12:00:00;379.79;379.79;379.79
11.06.2024 12:00:00;11.06.2024 13:00:00;339.8;339.8;339.8
11.06.2024 13:00:00;11.06.2024 14:00:00;249.7;249.7;249.7
11.06.2024 14:00:00;11.06.2024 15:00:00;288.53;288.53;288.53
11.06.2024 15:00:00;11.06.2024 16:00:00;312.72;312.72;312.72
11.06.2024 16:00:00;11.06.2024 17:00:00;359.39;359.39;359.39
11.06.2024 17:00:00;11.06.2024 18:00:00;437.52;364.81;437.52
11.06.2024 18:00:00;11.06.2024 19:00:00;421.84;363.42;421.84
11.06.2024 19:00:00;11.06.2024 20:00:00;418.73;361.47;418.73
11.06.2024 20:00:00;11.06.2024 21:00:00;420.46;362.5;420.46
11.06.2024 21:00:00;11.06.2024 22:00:00;407.21;364;407.21
11.06.2024 22:00:00;11.06.2024 23:00:00;429.8;361.12;362.5
11.06.2024 23:00:00;12.06.2024 00:00:00;426.57;355.24;355.24
12.06.2024 00:00:00;12.06.2024 01:00:00;372.49;372.49;372.49
12.06.2024 01:00:00;12.06.2024 02:00:00;365.59;365.59;365.59
12.06.2024 02:00:00;12.06.2024 03:00:00;352.26;352.26;352.26
12.06.2024 03:00:00;12.06.2024 04:00:00;355.59;355.59;355.59
12.06.2024 04:00:00;12.06.2024 05:00:00;364.67;364.67;364.67
12.06.2024 05:00:00;12.06.2024 06:00:00;391.69;391.69;391.69
12.06.2024 06:00:00;12.06.2024 07:00:00;519.76;374.33;448.25
12.06.2024 07:00:00;12.06.2024 08:00:00;1282.68;381.69;463.66
12.06.2024 08:00:00;12.06.2024 09:00:00;1157.48;385.83;473.2
12.06.2024 09:00:00;12.06.2024 10:00:00;780.28;387.09;482.05
12.06.2024 10:00:00;12.06.2024 11:00:00;589.78;386.06;487.92
12.06.2024 11:00:00;12.06.2024 12:00:00;525.05;388.93;492.63
12.06.2024 12:00:00;12.06.2024 13:00:00;470.67;388.24;470.67
12.06.2024 13:00:00;12.06.2024 14:00:00;453.66;387.9;453.66
12.06.2024 14:00:00;12.06.2024 15:00:00;445.27;386.75;445.27
12.06.2024 15:00:00;12.06.2024 16:00:00;475.96;382.72;475.96
12.06.2024 16:00:00;12.06.2024 17:00:00;510.34;382.72;490.91
12.06.2024 17:00:00;12.06.2024 18:00:00;516.2;381;516.2
12.06.2024 18:00:00;12.06.2024 19:00:00;531.26;377.21;531.26
12.06.2024 19:00:00;12.06.2024 20:00:00;531.38;377.44;531.38
12.06.2024 20:00:00;12.06.2024 21:00:00;517.81;377.55;517.81
12.06.2024 21:00:00;12.06.2024 22:00:00;509.88;378.01;501.94
12.06.2024 22:00:00;12.06.2024 23:00:00;508.61;376.06;498.95
12.06.2024 23:00:00;13.06.2024 00:00:00;473.55;373.64;473.55
13.06.2024 00:00:00;13.06.2024 01:00:00;470.24;358.3;470.24
13.06.2024 01:00:00;13.06.2024 02:00:00;464.73;356.23;464.73
13.06.2024 02:00:00;13.06.2024 03:00:00;459.91;354.86;459.91
13.06.2024 03:00:00;13.06.2024 04:00:00;460.95;353.71;460.95
13.06.2024 04:00:00;13.06.2024 05:00:00;457.96;357.15;457.96
13.06.2024 05:00:00;13.06.2024 06:00:00;471.15;351.87;471.15
13.06.2024 06:00:00;13.06.2024 07:00:00;504.07;355.08;504.07
13.06.2024 07:00:00;13.06.2024 08:00:00;646.63;363.46;646.63
13.06.2024 08:00:00;13.06.2024 09:00:00;657.3;378.6;657.3
13.06.2024 09:00:00;13.06.2024 10:00:00;819.24;378.6;651.1
13.06.2024 10:00:00;13.06.2024 11:00:00;632.29;379.86;632.29
13.06.2024 11:00:00;13.06.2024 12:00:00;553.5;376.99;553.5
13.06.2024 12:00:00;13.06.2024 13:00:00;506.36;365.29;506.36
13.06.2024 13:00:00;13.06.2024 14:00:00;488.82;368.16;488.82
13.06.2024 14:00:00;13.06.2024 15:00:00;481.7;361.74;481.7
13.06.2024 15:00:00;13.06.2024 16:00:00;505.33;365.75;505.33
13.06.2024 16:00:00;13.06.2024 17:00:00;493.06;364.03;493.06
13.06.2024 17:00:00;13.06.2024 18:00:00;496.61;359.44;496.61
13.06.2024 18:00:00;13.06.2024 19:00:00;531.37;358.07;531.37
13.06.2024 19:00:00;13.06.2024 20:00:00;530.1;356.23;530.1
13.06.2024 20:00:00;13.06.2024 21:00:00;517.03;360.25;517.03
13.06.2024 21:00:00;13.06.2024 22:00:00;492.83;361.28;492.83
13.06.2024 22:00:00;13.06.2024 23:00:00;484.69;358.53;484.69
13.06.2024 23:00:00;14.06.2024 00:00:00;463.7;353.94;463.7
14.06.2024 00:00:00;14.06.2024 01:00:00;389.43;389.43;389.43
14.06.2024 01:00:00;14.06.2024 02:00:00;383.6;383.6;383.6
14.06.2024 02:00:00;14.06.2024 03:00:00;378.34;378.34;378.34
14.06.2024 03:00:00;14.06.2024 04:00:00;376.28;376.28;376.28
14.06.2024 04:00:00;14.06.2024 05:00:00;380.17;380.17;380.17
14.06.2024 05:00:00;14.06.2024 06:00:00;408.52;408.52;408.52
14.06.2024 06:00:00;14.06.2024 07:00:00;449.78;449.78;449.78
14.06.2024 07:00:00;14.06.2024 08:00:00;487.84;487.84;487.84
14.06.2024 08:00:00;14.06.2024 09:00:00;498.36;498.36;498.36
14.06.2024 09:00:00;14.06.2024 10:00:00;489.44;489.44;489.44
14.06.2024 10:00:00;14.06.2024 11:00:00;484.87;484.87;484.87
14.06.2024 11:00:00;14.06.2024 12:00:00;476.64;476.64;476.64
14.06.2024 12:00:00;14.06.2024 13:00:00;468.18;468.18;468.18
14.06.2024 13:00:00;14.06.2024 14:00:00;450.01;450.01;450.01
14.06.2024 14:00:00;14.06.2024 15:00:00;417.78;417.78;417.78
14.06.2024 15:00:00;14.06.2024 16:00:00;422.35;422.35;422.35
14.06.2024 16:00:00;14.06.2024 17:00:00;448.64;448.64;448.64
14.06.2024 17:00:00;14.06.2024 18:00:00;451.5;451.5;451.5
14.06.2024 18:00:00;14.06.2024 19:00:00;452.41;452.41;452.41
14.06.2024 19:00:00;14.06.2024 20:00:00;451.95;451.95;451.95
14.06.2024 20:00:00;14.06.2024 21:00:00;439.15;439.15;439.15
14.06.2024 21:00:00;14.06.2024 22:00:00;426.35;426.35;426.35
14.06.2024 22:00:00;14.06.2024 23:00:00;395.94;395.94;395.94
14.06.2024 23:00:00;15.06.2024 00:00:00;354.68;354.68;354.68
15.06.2024 00:00:00;15.06.2024 01:00:00;389.62;389.62;389.62
15.06.2024 01:00:00;15.06.2024 02:00:00;374.33;374.33;374.33
15.06.2024 02:00:00;15.06.2024 03:00:00;342.13;342.13;342.13
15.06.2024 03:00:00;15.06.2024 04:00:00;329.46;329.46;329.46
15.06.2024 04:00:00;15.06.2024 05:00:00;256.97;256.97;256.97
15.06.2024 05:00:00;15.06.2024 06:00:00;149.66;149.66;114.62
15.06.2024 06:00:00;15.06.2024 07:00:00;150.46;150.46;20.43
15.06.2024 07:00:00;15.06.2024 08:00:00;157.08;157.08;2.74
15.06.2024 08:00:00;15.06.2024 09:00:00;174.32;174.32;0
15.06.2024 09:00:00;15.06.2024 10:00:00;184.02;184.02;-0.57
15.06.2024 10:00:00;15.06.2024 11:00:00;191.67;191.67;-0.34
15.06.2024 11:00:00;15.06.2024 12:00:00;181.4;181.4;-0.57
15.06.2024 12:00:00;15.06.2024 13:00:00;173.86;173.86;-2.51
15.06.2024 13:00:00;15.06.2024 14:00:00;159.59;159.59;-7.31
15.06.2024 14:00:00;15.06.2024 15:00:00;159.59;159.59;-10.85
15.06.2024 15:00:00;15.06.2024 16:00:00;157.2;157.2;-0.23
15.06.2024 16:00:00;15.06.2024 17:00:00;150.8;150.8;13.58
15.06.2024 17:00:00;15.06.2024 18:00:00;170.67;170.67;108.11
15.06.2024 18:00:00;15.06.2024 19:00:00;204.23;204.23;177.29
15.06.2024 19:00:00;15.06.2024 20:00:00;364.74;364.74;364.74
15.06.2024 20:00:00;15.06.2024 21:00:00;388.25;388.25;388.25
15.06.2024 21:00:00;15.06.2024 22:00:00;379.12;379.12;379.12
15.06.2024 22:00:00;15.06.2024 23:00:00;356.06;356.06;356.06
15.06.2024 23:00:00;16.06.2024 00:00:00;316.33;316.33;316.33
16.06.2024 00:00:00;16.06.2024 01:00:00;278.55;278.55;278.55
16.06.2024 01:00:00;16.06.2024 02:00:00;118.71;118.71;118.71
16.06.2024 02:00:00;16.06.2024 03:00:00;56.37;56.37;56.37
16.06.2024 03:00:00;16.06.2024 04:00:00;33.46;33.46;33.46
16.06.2024 04:00:00;16.06.2024 05:00:00;25.09;25.09;25.09
16.06.2024 05:00:00;16.06.2024 06:00:00;28.99;28.99;28.99
16.06.2024 06:00:00;16.06.2024 07:00:00;33.8;33.8;33.8
16.06.2024 07:00:00;16.06.2024 08:00:00;19.59;19.59;7.91
16.06.2024 08:00:00;16.06.2024 09:00:00;21.77;21.77;-0.23
16.06.2024 09:00:00;16.06.2024 10:00:00;23.72;23.72;-9.17
16.06.2024 10:00:00;16.06.2024 11:00:00;22.57;22.57;-6.65
16.06.2024 11:00:00;16.06.2024 12:00:00;28.19;28.19;-6.76
16.06.2024 12:00:00;16.06.2024 13:00:00;22;22;-10.2
16.06.2024 13:00:00;16.06.2024 14:00:00;22.46;22.46;-9.17
16.06.2024 14:00:00;16.06.2024 15:00:00;29.79;29.79;-1.26
16.06.2024 15:00:00;16.06.2024 16:00:00;35.18;35.18;0
16.06.2024 16:00:00;16.06.2024 17:00:00;135.09;135.09;76.77
16.06.2024 17:00:00;16.06.2024 18:00:00;277.17;277.17;277.17
16.06.2024 18:00:00;16.06.2024 19:00:00;399.2;399.2;399.2
16.06.2024 19:00:00;16.06.2024 20:00:00;433.69;433.69;433.69
16.06.2024 20:00:00;16.06.2024 21:00:00;431.17;431.17;431.17
16.06.2024 21:00:00;16.06.2024 22:00:00;424.98;424.98;424.98
16.06.2024 22:00:00;16.06.2024 23:00:00;413.75;413.75;413.75
16.06.2024 23:00:00;17.06.2024 00:00:00;381.1;381.1;381.1
17.06.2024 00:00:00;17.06.2024 01:00:00;360.24;360.24;360.24
17.06.2024 01:00:00;17.06.2024 02:00:00;360.82;360.82;360.82
17.06.2024 02:00:00;17.06.2024 03:00:00;360.93;360.93;360.93
17.06.2024 03:00:00;17.06.2024 04:00:00;364.25;364.25;364.25
17.06.2024 04:00:00;17.06.2024 05:00:00;380.18;380.18;380.18
17.06.2024 05:00:00;17.06.2024 06:00:00;401.03;401.03;401.03
17.06.2024 06:00:00;17.06.2024 07:00:00;453.51;453.51;453.51
17.06.2024 07:00:00;17.06.2024 08:00:00;478.15;478.15;478.15
17.06.2024 08:00:00;17.06.2024 09:00:00;500.26;500.26;500.26
17.06.2024 09:00:00;17.06.2024 10:00:00;498.08;498.08;498.08
17.06.2024 10:00:00;17.06.2024 11:00:00;490.75;490.75;490.75
17.06.2024 11:00:00;17.06.2024 12:00:00;481.93;481.93;481.93
17.06.2024 12:00:00;17.06.2024 13:00:00;464.74;464.74;464.74
17.06.2024 13:00:00;17.06.2024 14:00:00;452.02;452.02;452.02
17.06.2024 14:00:00;17.06.2024 15:00:00;461.42;461.42;461.42
17.06.2024 15:00:00;17.06.2024 16:00:00;463.25;463.25;463.25
17.06.2024 16:00:00;17.06.2024 17:00:00;468.18;468.18;468.18
17.06.2024 17:00:00;17.06.2024 18:00:00;469.78;469.78;469.78
17.06.2024 18:00:00;17.06.2024 19:00:00;477;477;477
17.06.2024 19:00:00;17.06.2024 20:00:00;474.59;474.59;474.59
17.06.2024 20:00:00;17.06.2024 21:00:00;476.08;476.08;476.08
17.06.2024 21:00:00;17.06.2024 22:00:00;470.01;470.01;470.01
17.06.2024 22:00:00;17.06.2024 23:00:00;454.2;454.2;454.2
17.06.2024 23:00:00;18.06.2024 00:00:00;420.74;420.74;420.74
18.06.2024 00:00:00;18.06.2024 01:00:00;407.84;407.84;407.84
18.06.2024 01:00:00;18.06.2024 02:00:00;402.44;402.44;402.44
18.06.2024 02:00:00;18.06.2024 03:00:00;402.79;402.79;402.79
18.06.2024 03:00:00;18.06.2024 04:00:00;403.25;403.25;403.25
18.06.2024 04:00:00;18.06.2024 05:00:00;407.72;407.72;407.72
18.06.2024 05:00:00;18.06.2024 06:00:00;444.12;444.12;444.12
18.06.2024 06:00:00;18.06.2024 07:00:00;488.33;488.33;488.33
18.06.2024 07:00:00;18.06.2024 08:00:00;503.94;503.94;503.94
18.06.2024 08:00:00;18.06.2024 09:00:00;520.94;520.94;520.94
18.06.2024 09:00:00;18.06.2024 10:00:00;530.7;530.7;530.7
18.06.2024 10:00:00;18.06.2024 11:00:00;486.84;486.84;486.84
18.06.2024 11:00:00;18.06.2024 12:00:00;492.46;492.46;492.46
18.06.2024 12:00:00;18.06.2024 13:00:00;487.75;487.75;487.75
18.06.2024 13:00:00;18.06.2024 14:00:00;457.33;457.33;457.33
18.06.2024 14:00:00;18.06.2024 15:00:00;450.78;450.78;450.78
18.06.2024 15:00:00;18.06.2024 16:00:00;442.06;442.06;442.06
18.06.2024 16:00:00;18.06.2024 17:00:00;433.1;433.1;433.1
18.06.2024 17:00:00;18.06.2024 18:00:00;448.03;448.03;448.03
18.06.2024 18:00:00;18.06.2024 19:00:00;455.37;455.37;455.37
18.06.2024 19:00:00;18.06.2024 20:00:00;455.26;455.26;455.26
18.06.2024 20:00:00;18.06.2024 21:00:00;449.86;449.86;449.86
18.06.2024 21:00:00;18.06.2024 22:00:00;427.59;427.59;427.59
18.06.2024 22:00:00;18.06.2024 23:00:00;391.99;391.99;391.99
18.06.2024 23:00:00;19.06.2024 00:00:00;349.86;349.86;349.86
19.06.2024 00:00:00;19.06.2024 01:00:00;314.99;314.99;314.99
19.06.2024 01:00:00;19.06.2024 02:00:00;296.1;296.1;296.1
19.06.2024 02:00:00;19.06.2024 03:00:00;285.11;285.11;285.11
19.06.2024 03:00:00;19.06.2024 04:00:00;268.5;268.5;268.5
19.06.2024 04:00:00;19.06.2024 05:00:00;265.53;265.53;265.53
19.06.2024 05:00:00;19.06.2024 06:00:00;298.96;298.96;298.96
19.06.2024 06:00:00;19.06.2024 07:00:00;327.36;327.36;327.36
19.06.2024 07:00:00;19.06.2024 08:00:00;333.2;333.2;333.2
19.06.2024 08:00:00;19.06.2024 09:00:00;330.79;330.79;330.79
19.06.2024 09:00:00;19.06.2024 10:00:00;329.3;329.3;329.3
19.06.2024 10:00:00;19.06.2024 11:00:00;306.4;306.4;306.4
19.06.2024 11:00:00;19.06.2024 12:00:00;302.17;302.17;302.17
19.06.2024 12:00:00;19.06.2024 13:00:00;296.67;296.67;296.67
19.06.2024 13:00:00;19.06.2024 14:00:00;290.83;290.83;290.83
19.06.2024 14:00:00;19.06.2024 15:00:00;250.41;250.41;250.41
19.06.2024 15:00:00;19.06.2024 16:00:00;216.98;216.98;216.98
19.06.2024 16:00:00;19.06.2024 17:00:00;238.28;238.28;238.28
19.06.2024 17:00:00;19.06.2024 18:00:00;221.56;221.56;221.56
19.06.2024 18:00:00;19.06.2024 19:00:00;217.67;217.67;217.67
19.06.2024 19:00:00;19.06.2024 20:00:00;205.99;205.99;205.99
19.06.2024 20:00:00;19.06.2024 21:00:00;156.75;156.75;156.75
19.06.2024 21:00:00;19.06.2024 22:00:00;139.92;139.92;139.92
19.06.2024 22:00:00;19.06.2024 23:00:00;115.3;115.3;115.3
19.06.2024 23:00:00;20.06.2024 00:00:00;51.18;51.18;51.18
20.06.2024 00:00:00;20.06.2024 01:00:00;58.39;58.39;58.39
20.06.2024 01:00:00;20.06.2024 02:00:00;65.99;65.99;65.99
20.06.2024 02:00:00;20.06.2024 03:00:00;92.75;92.75;92.75
20.06.2024 03:00:00;20.06.2024 04:00:00;120.64;120.64;120.64
20.06.2024 04:00:00;20.06.2024 05:00:00;120.07;120.07;120.07
20.06.2024 05:00:00;20.06.2024 06:00:00;133;133;133
20.06.2024 06:00:00;20.06.2024 07:00:00;177.33;177.33;177.33
20.06.2024 07:00:00;20.06.2024 08:00:00;217.58;217.58;217.58
20.06.2024 08:00:00;20.06.2024 09:00:00;261.12;261.12;261.12
20.06.2024 09:00:00;20.06.2024 10:00:00;213.84;213.84;213.84
20.06.2024 10:00:00;20.06.2024 11:00:00;168.94;168.94;168.94
20.06.2024 11:00:00;20.06.2024 12:00:00;117.92;117.92;117.92
20.06.2024 12:00:00;20.06.2024 13:00:00;74.72;74.72;74.72
20.06.2024 13:00:00;20.06.2024 14:00:00;43.43;43.43;43.43
20.06.2024 14:00:00;20.06.2024 15:00:00;34.02;34.02;34.02
20.06.2024 15:00:00;20.06.2024 16:00:00;29.59;29.59;29.59
20.06.2024 16:00:00;20.06.2024 17:00:00;23.24;23.24;23.24
20.06.2024 17:00:00;20.06.2024 18:00:00;17.01;17.01;17.01
20.06.2024 18:00:00;20.06.2024 19:00:00;27.67;27.67;27.67
20.06.2024 19:00:00;20.06.2024 20:00:00;34.13;34.13;34.13
20.06.2024 20:00:00;20.06.2024 21:00:00;34.13;34.13;34.13
20.06.2024 21:00:00;20.06.2024 22:00:00;22.9;22.9;22.9
20.06.2024 22:00:00;20.06.2024 23:00:00;10.54;10.54;10.54
20.06.2024 23:00:00;21.06.2024 00:00:00;2.38;2.38;2.38
21.06.2024 00:00:00;21.06.2024 01:00:00;0;0;0
21.06.2024 01:00:00;21.06.2024 02:00:00;2.83;2.83;2.83
21.06.2024 02:00:00;21.06.2024 03:00:00;4.52;4.52;4.52
21.06.2024 03:00:00;21.06.2024 04:00:00;14.69;14.69;14.69
21.06.2024 04:00:00;21.06.2024 05:00:00;28.93;28.93;28.93
21.06.2024 05:00:00;21.06.2024 06:00:00;46.22;46.22;46.22
21.06.2024 06:00:00;21.06.2024 07:00:00;47.35;47.35;47.35
21.06.2024 07:00:00;21.06.2024 08:00:00;100.69;100.69;83.62
21.06.2024 08:00:00;21.06.2024 09:00:00;172.11;172.11;172.11
21.06.2024 09:00:00;21.06.2024 10:00:00;229.85;229.85;229.85
21.06.2024 10:00:00;21.06.2024 11:00:00;220.36;220.36;220.36
21.06.2024 11:00:00;21.06.2024 12:00:00;231.89;231.89;231.89
21.06.2024 12:00:00;21.06.2024 13:00:00;242.73;242.73;242.73
21.06.2024 13:00:00;21.06.2024 14:00:00;242.85;242.85;189.85
21.06.2024 14:00:00;21.06.2024 15:00:00;256.86;256.86;236.63
21.06.2024 15:00:00;21.06.2024 16:00:00;259.12;259.12;259.12
21.06.2024 16:00:00;21.06.2024 17:00:00;299.46;299.46;299.46
21.06.2024 17:00:00;21.06.2024 18:00:00;328.73;328.73;328.73
21.06.2024 18:00:00;21.06.2024 19:00:00;389.19;389.19;389.19
21.06.2024 19:00:00;21.06.2024 20:00:00;392.8;392.8;392.8
21.06.2024 20:00:00;21.06.2024 21:00:00;394.61;394.61;394.61
21.06.2024 21:00:00;21.06.2024 22:00:00;367.94;367.94;367.94
21.06.2024 22:00:00;21.06.2024 23:00:00;348.62;348.62;348.62
21.06.2024 23:00:00;22.06.2024 00:00:00;317.66;317.66;317.66
22.06.2024 00:00:00;22.06.2024 01:00:00;375.59;375.59;375.59
22.06.2024 01:00:00;22.06.2024 02:00:00;372.89;372.89;372.89
22.06.2024 02:00:00;22.06.2024 03:00:00;358.69;358.69;358.69
22.06.2024 03:00:00;22.06.2024 04:00:00;355.87;355.87;355.87
22.06.2024 04:00:00;22.06.2024 05:00:00;344.72;344.72;344.72
22.06.2024 05:00:00;22.06.2024 06:00:00;332.32;332.32;332.32
22.06.2024 06:00:00;22.06.2024 07:00:00;360.94;360.94;360.94
22.06.2024 07:00:00;22.06.2024 08:00:00;391.59;391.59;391.59
22.06.2024 08:00:00;22.06.2024 09:00:00;401.06;401.06;401.06
22.06.2024 09:00:00;22.06.2024 10:00:00;386.97;386.97;386.97
22.06.2024 10:00:00;22.06.2024 11:00:00;257.83;257.83;144.81
