Delivery Start (CET);Delivery End (CET);FI Price (NOK);NO3 Price (NOK);NO4 Price (NOK);SE1 Price (NOK);SE2 Price (NOK)
13.01.2021 14:00:00;13.01.2021 15:00:00;651.83;409.28;409.28;409.28;409.28
13.01.2021 15:00:00;13.01.2021 16:00:00;671.53;426.91;426.91;426.91;426.91
13.01.2021 16:00:00;13.01.2021 17:00:00;710;476.06;476.06;476.06;476.06
13.01.2021 17:00:00;13.01.2021 18:00:00;701.5;575.4;575.4;575.4;575.4
13.01.2021 18:00:00;13.01.2021 19:00:00;719.54;565.24;500.74;565.24;565.24
13.01.2021 19:00:00;13.01.2021 20:00:00;600.6;498.77;444.96;498.77;498.77
13.01.2021 20:00:00;13.01.2021 21:00:00;521.07;488.82;480.94;488.82;488.82
13.01.2021 21:00:00;13.01.2021 22:00:00;523.35;423.91;423.91;423.91;423.91
13.01.2021 22:00:00;13.01.2021 23:00:00;480.63;414.99;381.39;414.99;414.99
13.01.2021 23:00:00;14.01.2021 00:00:00;394.35;394.35;312.64;394.35;394.35
14.01.2021 00:00:00;14.01.2021 01:00:00;456.04;385.2;381.17;385.2;385.2
14.01.2021 01:00:00;14.01.2021 02:00:00;456.14;381.17;363.41;381.17;381.17
14.01.2021 02:00:00;14.01.2021 03:00:00;381.89;381.89;323.34;381.89;381.89
14.01.2021 03:00:00;14.01.2021 04:00:00;407.3;407.3;321.17;407.3;407.3
14.01.2021 04:00:00;14.01.2021 05:00:00;473.7;435.39;333.25;435.39;435.39
14.01.2021 05:00:00;14.01.2021 06:00:00;826.57;468.23;380.76;468.23;468.23
14.01.2021 06:00:00;14.01.2021 07:00:00;850.53;567.78;450.26;567.78;567.78
14.01.2021 07:00:00;14.01.2021 08:00:00;1256.07;840;355.77;840;840
14.01.2021 08:00:00;14.01.2021 09:00:00;939.76;939.76;489.5;939.76;939.76
14.01.2021 09:00:00;14.01.2021 10:00:00;921.89;921.89;780.93;921.89;921.89
14.01.2021 10:00:00;14.01.2021 11:00:00;925.61;925.61;925.61;925.61;925.61
14.01.2021 11:00:00;14.01.2021 12:00:00;940.27;940.27;940.27;940.27;940.27
14.01.2021 12:00:00;14.01.2021 13:00:00;918.17;918.17;800.34;918.17;918.17
14.01.2021 13:00:00;14.01.2021 14:00:00;921.58;921.58;800.34;921.58;921.58
14.01.2021 14:00:00;14.01.2021 15:00:00;888.54;888.54;801.07;888.54;888.54
14.01.2021 15:00:00;14.01.2021 16:00:00;1023.1;941.93;941.93;941.93;941.93
14.01.2021 16:00:00;14.01.2021 17:00:00;1032.08;1032.08;1032.08;1032.08;1032.08
14.01.2021 17:00:00;14.01.2021 18:00:00;1065.13;1065.13;1065.13;1065.13;1065.13
14.01.2021 18:00:00;14.01.2021 19:00:00;954.01;954.01;954.01;954.01;954.01
14.01.2021 19:00:00;14.01.2021 20:00:00;905.68;905.68;905.68;905.68;905.68
14.01.2021 20:00:00;14.01.2021 21:00:00;770.19;770.19;770.19;770.19;770.19
14.01.2021 21:00:00;14.01.2021 22:00:00;647.92;605.89;605.89;605.89;605.89
14.01.2021 22:00:00;14.01.2021 23:00:00;640.38;487.74;487.74;487.74;487.74
14.01.2021 23:00:00;15.01.2021 00:00:00;574.18;435.8;435.8;435.8;435.8
15.01.2021 00:00:00;15.01.2021 01:00:00;505.35;470.79;392.27;470.79;470.79
15.01.2021 01:00:00;15.01.2021 02:00:00;489.98;472.23;380.72;472.23;472.23
15.01.2021 02:00:00;15.01.2021 03:00:00;476.87;470.07;378.65;470.07;470.07
15.01.2021 03:00:00;15.01.2021 04:00:00;467.38;467.38;379.06;467.38;467.38
15.01.2021 04:00:00;15.01.2021 05:00:00;483.37;468.72;380.41;468.72;468.72
15.01.2021 05:00:00;15.01.2021 06:00:00;1134.1;467.69;380.61;467.69;467.69
15.01.2021 06:00:00;15.01.2021 07:00:00;1134;425.49;394.64;425.49;425.49
15.01.2021 07:00:00;15.01.2021 08:00:00;825.81;466.87;395.78;466.87;466.87
15.01.2021 08:00:00;15.01.2021 09:00:00;997.08;468.93;446.34;468.93;468.93
15.01.2021 09:00:00;15.01.2021 10:00:00;1033.4;468;447.78;468;468
15.01.2021 10:00:00;15.01.2021 11:00:00;1031.13;466.14;450.05;466.14;466.14
15.01.2021 11:00:00;15.01.2021 12:00:00;919.39;465.32;439.84;465.32;465.32
15.01.2021 12:00:00;15.01.2021 13:00:00;837.78;437.57;394.75;437.57;437.57
15.01.2021 13:00:00;15.01.2021 14:00:00;810.13;434.78;396.19;434.78;434.78
15.01.2021 14:00:00;15.01.2021 15:00:00;815.5;432.51;400.11;432.51;432.51
15.01.2021 15:00:00;15.01.2021 16:00:00;813.74;432.41;432.41;432.41;432.41
15.01.2021 16:00:00;15.01.2021 17:00:00;866.88;429.21;409.5;429.21;429.21
15.01.2021 17:00:00;15.01.2021 18:00:00;1026.59;426.22;396.5;426.22;426.22
15.01.2021 18:00:00;15.01.2021 19:00:00;1011.32;423.33;406.51;423.33;423.33
15.01.2021 19:00:00;15.01.2021 20:00:00;980.27;413.94;395.68;413.94;413.94
15.01.2021 20:00:00;15.01.2021 21:00:00;796.51;411.05;397.12;411.05;411.05
15.01.2021 21:00:00;15.01.2021 22:00:00;693.13;409.91;393.41;409.91;409.91
15.01.2021 22:00:00;15.01.2021 23:00:00;646.08;411.46;381.13;411.46;411.46
15.01.2021 23:00:00;16.01.2021 00:00:00;554.05;409.6;380.3;409.6;409.6
16.01.2021 00:00:00;16.01.2021 01:00:00;547.92;404.15;400.02;404.15;404.15
16.01.2021 01:00:00;16.01.2021 02:00:00;533.05;407.25;371.95;407.25;407.25
16.01.2021 02:00:00;16.01.2021 03:00:00;514.79;407.97;366.89;407.97;407.97
16.01.2021 03:00:00;16.01.2021 04:00:00;500.03;409;366.17;409;409
16.01.2021 04:00:00;16.01.2021 05:00:00;496.31;410.34;369.68;410.34;410.34
16.01.2021 05:00:00;16.01.2021 06:00:00;488.68;409.21;377.83;409.21;409.21
16.01.2021 06:00:00;16.01.2021 07:00:00;495.38;404.05;404.05;404.05;404.05
16.01.2021 07:00:00;16.01.2021 08:00:00;530.78;402.91;402.91;402.91;402.91
16.01.2021 08:00:00;16.01.2021 09:00:00;811.6;408.28;408.28;408.28;408.28
16.01.2021 09:00:00;16.01.2021 10:00:00;824.81;410.45;410.45;410.45;410.45
16.01.2021 10:00:00;16.01.2021 11:00:00;792;421.8;421.8;421.8;421.8
16.01.2021 11:00:00;16.01.2021 12:00:00;757.11;429.85;429.85;429.85;429.85
16.01.2021 12:00:00;16.01.2021 13:00:00;757.42;420.46;420.46;443.88;443.88
16.01.2021 13:00:00;16.01.2021 14:00:00;879.51;415.5;415.5;447.29;447.29
16.01.2021 14:00:00;16.01.2021 15:00:00;536.46;416.54;416.54;450.59;450.59
16.01.2021 15:00:00;16.01.2021 16:00:00;756.6;421.28;421.28;456.06;456.06
16.01.2021 16:00:00;16.01.2021 17:00:00;838.44;439.55;439.55;459.26;459.26
16.01.2021 17:00:00;16.01.2021 18:00:00;824.81;450.08;450.08;459.57;459.57
16.01.2021 18:00:00;16.01.2021 19:00:00;757.52;454.72;454.72;458.23;458.23
16.01.2021 19:00:00;16.01.2021 20:00:00;658.04;440.38;440.38;455.96;455.96
16.01.2021 20:00:00;16.01.2021 21:00:00;593.12;420.25;420.25;452.24;452.24
16.01.2021 21:00:00;16.01.2021 22:00:00;546.78;449.77;449.77;449.77;449.77
16.01.2021 22:00:00;16.01.2021 23:00:00;535.84;452.14;452.14;452.14;452.14
16.01.2021 23:00:00;17.01.2021 00:00:00;497.14;446.46;446.46;446.46;446.46
17.01.2021 00:00:00;17.01.2021 01:00:00;482.82;409.29;409.29;482.82;482.82
17.01.2021 01:00:00;17.01.2021 02:00:00;465.48;400.78;400.78;465.48;465.48
17.01.2021 02:00:00;17.01.2021 03:00:00;467.24;397.56;381.77;467.24;467.24
17.01.2021 03:00:00;17.01.2021 04:00:00;467.14;404.93;381.87;467.14;467.14
17.01.2021 04:00:00;17.01.2021 05:00:00;460.91;411.79;388.21;460.91;460.91
17.01.2021 05:00:00;17.01.2021 06:00:00;460.39;422.59;422.59;460.39;460.39
17.01.2021 06:00:00;17.01.2021 07:00:00;470.88;410.64;410.64;458.52;458.52
17.01.2021 07:00:00;17.01.2021 08:00:00;482.93;394.55;394.55;453.22;453.22
17.01.2021 08:00:00;17.01.2021 09:00:00;492.48;407.22;407.22;453.02;453.02
17.01.2021 09:00:00;17.01.2021 10:00:00;531.01;417.5;417.5;451.77;451.77
17.01.2021 10:00:00;17.01.2021 11:00:00;568.61;452.7;452.7;452.7;452.7
17.01.2021 11:00:00;17.01.2021 12:00:00;603.19;452.29;452.29;452.29;452.29
17.01.2021 12:00:00;17.01.2021 13:00:00;566.84;451.98;451.98;451.98;451.98
17.01.2021 13:00:00;17.01.2021 14:00:00;548.56;453.43;453.43;453.43;453.43
17.01.2021 14:00:00;17.01.2021 15:00:00;518.76;458.62;458.62;458.62;458.62
17.01.2021 15:00:00;17.01.2021 16:00:00;591.56;460.18;460.18;460.18;460.18
17.01.2021 16:00:00;17.01.2021 17:00:00;629.36;477.63;477.63;477.63;477.63
17.01.2021 17:00:00;17.01.2021 18:00:00;696.35;494.25;494.25;494.25;494.25
17.01.2021 18:00:00;17.01.2021 19:00:00;747.76;471.5;471.5;471.5;471.5
17.01.2021 19:00:00;17.01.2021 20:00:00;703.93;466.72;466.72;466.72;466.72
17.01.2021 20:00:00;17.01.2021 21:00:00;648.57;461.84;461.84;461.84;461.84
17.01.2021 21:00:00;17.01.2021 22:00:00;577.02;465.79;465.79;465.79;465.79
17.01.2021 22:00:00;17.01.2021 23:00:00;541.4;493.42;493.42;493.42;493.42
17.01.2021 23:00:00;18.01.2021 00:00:00;487.08;466.62;466.62;466.62;466.62
18.01.2021 00:00:00;18.01.2021 01:00:00;455.4;455.4;455.4;455.4;455.4
18.01.2021 01:00:00;18.01.2021 02:00:00;460.8;460.8;460.8;460.8;460.8
18.01.2021 02:00:00;18.01.2021 03:00:00;458.31;458.31;458.31;458.31;458.31
18.01.2021 03:00:00;18.01.2021 04:00:00;461.84;461.84;461.32;461.84;461.84
18.01.2021 04:00:00;18.01.2021 05:00:00;465.58;465.58;465.58;465.58;465.58
18.01.2021 05:00:00;18.01.2021 06:00:00;612.02;482.09;482.09;482.09;482.09
18.01.2021 06:00:00;18.01.2021 07:00:00;760.63;490.71;490.71;490.71;490.71
18.01.2021 07:00:00;18.01.2021 08:00:00;786.91;544.62;544.62;544.62;544.62
18.01.2021 08:00:00;18.01.2021 09:00:00;819.62;672.36;672.36;672.36;672.36
18.01.2021 09:00:00;18.01.2021 10:00:00;785.66;634.24;634.24;634.24;634.24
18.01.2021 10:00:00;18.01.2021 11:00:00;752.53;622.09;622.09;622.09;622.09
18.01.2021 11:00:00;18.01.2021 12:00:00;732.28;603.19;603.19;603.19;603.19
18.01.2021 12:00:00;18.01.2021 13:00:00;730.93;582.83;582.83;582.83;582.83
18.01.2021 13:00:00;18.01.2021 14:00:00;739.34;519.79;519.79;529.87;529.87
18.01.2021 14:00:00;18.01.2021 15:00:00;729.79;468.8;468.8;548.15;548.15
18.01.2021 15:00:00;18.01.2021 16:00:00;750.04;484.48;484.48;583.46;583.46
18.01.2021 16:00:00;18.01.2021 17:00:00;778.6;509.1;509.1;566.43;566.43
18.01.2021 17:00:00;18.01.2021 18:00:00;799.58;471.61;471.61;590;590
18.01.2021 18:00:00;18.01.2021 19:00:00;753.16;460.29;460.29;536.2;536.2
18.01.2021 19:00:00;18.01.2021 20:00:00;656.78;494.66;494.66;534.02;534.02
18.01.2021 20:00:00;18.01.2021 21:00:00;528.41;487.81;487.81;487.81;487.81
18.01.2021 21:00:00;18.01.2021 22:00:00;539.73;473.89;473.89;473.89;473.89
18.01.2021 22:00:00;18.01.2021 23:00:00;487.29;446.06;446.06;446.06;446.06
18.01.2021 23:00:00;19.01.2021 00:00:00;392.88;392.88;392.88;392.88;392.88
19.01.2021 00:00:00;19.01.2021 01:00:00;381.9;381.9;381.9;381.9;381.9
19.01.2021 01:00:00;19.01.2021 02:00:00;373.48;373.48;373.48;373.48;373.48
19.01.2021 02:00:00;19.01.2021 03:00:00;361.01;361.01;361.01;361.01;361.01
19.01.2021 03:00:00;19.01.2021 04:00:00;373.69;373.69;373.69;373.69;373.69
19.01.2021 04:00:00;19.01.2021 05:00:00;381.38;381.38;381.38;381.38;381.38
19.01.2021 05:00:00;19.01.2021 06:00:00;572.59;396.35;396.35;396.35;396.35
19.01.2021 06:00:00;19.01.2021 07:00:00;772.01;430.12;430.12;432.2;432.2
19.01.2021 07:00:00;19.01.2021 08:00:00;882.69;456.2;456.2;485.09;485.09
19.01.2021 08:00:00;19.01.2021 09:00:00;823.25;573.11;573.11;587.14;587.14
19.01.2021 09:00:00;19.01.2021 10:00:00;772.01;566.36;566.36;566.36;566.36
19.01.2021 10:00:00;19.01.2021 11:00:00;771.6;520.22;520.22;547.96;547.96
19.01.2021 11:00:00;19.01.2021 12:00:00;754.76;462.75;462.75;566.36;566.36
19.01.2021 12:00:00;19.01.2021 13:00:00;743.02;440.3;440.3;542.56;542.56
19.01.2021 13:00:00;19.01.2021 14:00:00;743.02;448.2;448.2;541.52;541.52
19.01.2021 14:00:00;19.01.2021 15:00:00;772.01;428.67;428.67;544.22;544.22
19.01.2021 15:00:00;19.01.2021 16:00:00;844.45;512.22;512.22;533.52;533.52
19.01.2021 16:00:00;19.01.2021 17:00:00;844.45;450.07;450.07;480.83;480.83
19.01.2021 17:00:00;19.01.2021 18:00:00;771.08;416.09;416.09;475.43;475.43
19.01.2021 18:00:00;19.01.2021 19:00:00;771.39;399.78;399.78;471.58;471.58
19.01.2021 19:00:00;19.01.2021 20:00:00;547.24;394.68;394.68;468.05;468.05
19.01.2021 20:00:00;19.01.2021 21:00:00;430.33;385.12;385.12;430.33;430.33
19.01.2021 21:00:00;19.01.2021 22:00:00;502.66;393.54;393.54;413.08;413.08
19.01.2021 22:00:00;19.01.2021 23:00:00;380.97;380.97;380.97;380.97;380.97
19.01.2021 23:00:00;20.01.2021 00:00:00;324.54;324.54;324.54;324.54;324.54
20.01.2021 00:00:00;20.01.2021 01:00:00;313.81;313.81;313.81;313.81;313.81
20.01.2021 01:00:00;20.01.2021 02:00:00;293.84;293.84;293.84;293.84;293.84
20.01.2021 02:00:00;20.01.2021 03:00:00;282.15;282.15;282.15;282.15;282.15
20.01.2021 03:00:00;20.01.2021 04:00:00;276.98;276.98;276.98;276.98;276.98
20.01.2021 04:00:00;20.01.2021 05:00:00;298.5;298.5;298.5;298.5;298.5
20.01.2021 05:00:00;20.01.2021 06:00:00;356.54;330.16;330.16;330.16;330.16
20.01.2021 06:00:00;20.01.2021 07:00:00;565.64;369.37;369.37;369.37;369.37
20.01.2021 07:00:00;20.01.2021 08:00:00;649.97;387.99;387.99;403.72;403.72
20.01.2021 08:00:00;20.01.2021 09:00:00;760.99;418.41;418.41;426.07;426.07
20.01.2021 09:00:00;20.01.2021 10:00:00;759.54;402.48;402.48;402.48;402.48
20.01.2021 10:00:00;20.01.2021 11:00:00;840.65;393.27;393.27;393.27;393.27
20.01.2021 11:00:00;20.01.2021 12:00:00;840.45;392.65;392.65;392.65;392.65
20.01.2021 12:00:00;20.01.2021 13:00:00;801.85;392.34;392.34;392.34;392.34
20.01.2021 13:00:00;20.01.2021 14:00:00;759.43;381.17;381.17;381.17;381.17
20.01.2021 14:00:00;20.01.2021 15:00:00;801.65;380.75;380.75;380.75;380.75
20.01.2021 15:00:00;20.01.2021 16:00:00;840.76;386.23;386.23;386.23;386.23
20.01.2021 16:00:00;20.01.2021 17:00:00;841.17;381.99;381.99;381.99;381.99
20.01.2021 17:00:00;20.01.2021 18:00:00;840.96;376.1;376.1;376.1;376.1
20.01.2021 18:00:00;20.01.2021 19:00:00;757.88;376.51;376.51;376.51;376.51
20.01.2021 19:00:00;20.01.2021 20:00:00;517.95;368.03;368.03;368.03;368.03
20.01.2021 20:00:00;20.01.2021 21:00:00;369.27;367.61;367.61;367.61;367.61
20.01.2021 21:00:00;20.01.2021 22:00:00;333.05;333.05;333.05;333.05;333.05
20.01.2021 22:00:00;20.01.2021 23:00:00;305.12;305.12;305.12;305.12;305.12
20.01.2021 23:00:00;21.01.2021 00:00:00;261.77;261.77;261.77;261.77;261.77
21.01.2021 00:00:00;21.01.2021 01:00:00;256.6;256.6;256.6;256.6;256.6
21.01.2021 01:00:00;21.01.2021 02:00:00;221.91;221.91;221.91;221.91;221.91
21.01.2021 02:00:00;21.01.2021 03:00:00;215.3;215.3;215.3;215.3;215.3
21.01.2021 03:00:00;21.01.2021 04:00:00;206.21;206.21;206.21;206.21;206.21
21.01.2021 04:00:00;21.01.2021 05:00:00;222.11;222.11;222.11;222.11;222.11
21.01.2021 05:00:00;21.01.2021 06:00:00;327.75;253.81;253.81;253.81;253.81
21.01.2021 06:00:00;21.01.2021 07:00:00;505.46;283.66;283.66;283.66;283.66
21.01.2021 07:00:00;21.01.2021 08:00:00;504.94;306.06;306.06;306.06;306.06
21.01.2021 08:00:00;21.01.2021 09:00:00;454.55;305.13;305.13;305.13;305.13
21.01.2021 09:00:00;21.01.2021 10:00:00;460.33;306.99;306.99;306.99;306.99
21.01.2021 10:00:00;21.01.2021 11:00:00;496.16;305.03;305.03;305.03;305.03
21.01.2021 11:00:00;21.01.2021 12:00:00;505.87;304.41;304.41;304.41;304.41
21.01.2021 12:00:00;21.01.2021 13:00:00;492.96;301.73;301.73;301.73;301.73
21.01.2021 13:00:00;21.01.2021 14:00:00;492.14;301.31;301.31;301.31;301.31
21.01.2021 14:00:00;21.01.2021 15:00:00;493.07;299.35;299.35;299.35;299.35
21.01.2021 15:00:00;21.01.2021 16:00:00;512.89;295.63;295.63;295.63;295.63
21.01.2021 16:00:00;21.01.2021 17:00:00;516.4;294.7;294.7;294.7;294.7
21.01.2021 17:00:00;21.01.2021 18:00:00;507.83;289.13;289.13;289.13;289.13
21.01.2021 18:00:00;21.01.2021 19:00:00;508.04;291.4;291.4;291.4;291.4
21.01.2021 19:00:00;21.01.2021 20:00:00;368.74;291.61;291.61;291.61;291.61
21.01.2021 20:00:00;21.01.2021 21:00:00;330.54;290.99;290.99;290.99;290.99
21.01.2021 21:00:00;21.01.2021 22:00:00;310.61;293.77;293.77;293.77;293.77
21.01.2021 22:00:00;21.01.2021 23:00:00;283.24;283.24;283.24;283.24;283.24
21.01.2021 23:00:00;22.01.2021 00:00:00;248.75;248.75;248.75;248.75;248.75
22.01.2021 00:00:00;22.01.2021 01:00:00;127.52;220.52;220.52;127.52;127.52
22.01.2021 01:00:00;22.01.2021 02:00:00;142.58;216.83;216.83;142.58;142.58
22.01.2021 02:00:00;22.01.2021 03:00:00;113.49;202.19;202.19;113.49;113.49
22.01.2021 03:00:00;22.01.2021 04:00:00;120.86;202.29;202.29;120.86;120.86
22.01.2021 04:00:00;22.01.2021 05:00:00;199.52;207.82;207.82;199.52;199.52
22.01.2021 05:00:00;22.01.2021 06:00:00;275.83;275.83;274.7;275.83;275.83
22.01.2021 06:00:00;22.01.2021 07:00:00;322.13;284.54;275.52;284.54;284.54
22.01.2021 07:00:00;22.01.2021 08:00:00;376.51;285.97;282.39;285.97;285.97
22.01.2021 08:00:00;22.01.2021 09:00:00;425.17;286.59;286.59;286.59;286.59
22.01.2021 09:00:00;22.01.2021 10:00:00;405.81;288.84;288.84;288.84;288.84
22.01.2021 10:00:00;22.01.2021 11:00:00;395.57;292.01;289.15;292.01;292.01
22.01.2021 11:00:00;22.01.2021 12:00:00;383.68;297.13;288.43;297.13;297.13
22.01.2021 12:00:00;22.01.2021 13:00:00;372.72;297.34;286.59;297.34;297.34
22.01.2021 13:00:00;22.01.2021 14:00:00;366.99;300.31;284.33;300.31;300.31
22.01.2021 14:00:00;22.01.2021 15:00:00;361.25;302.77;286.28;302.77;302.77
22.01.2021 15:00:00;22.01.2021 16:00:00;360.33;302.87;289.15;302.87;302.87
22.01.2021 16:00:00;22.01.2021 17:00:00;365.76;300.21;293.14;300.21;300.21
22.01.2021 17:00:00;22.01.2021 18:00:00;370.98;293.55;288.63;293.55;293.55
22.01.2021 18:00:00;22.01.2021 19:00:00;363.3;287.2;285.66;287.2;287.2
22.01.2021 19:00:00;22.01.2021 20:00:00;341.59;288.53;282.39;288.53;288.53
22.01.2021 20:00:00;22.01.2021 21:00:00;300.41;286.48;277.67;286.48;286.48
22.01.2021 21:00:00;22.01.2021 22:00:00;285.05;285.05;276.04;285.05;285.05
22.01.2021 22:00:00;22.01.2021 23:00:00;274.19;274.19;274.19;274.19;274.19
22.01.2021 23:00:00;23.01.2021 00:00:00;260.16;260.16;260.16;260.16;260.16
23.01.2021 00:00:00;23.01.2021 01:00:00;267.07;267.07;267.07;267.07;267.07
23.01.2021 01:00:00;23.01.2021 02:00:00;257.98;257.98;257.98;257.98;257.98
23.01.2021 02:00:00;23.01.2021 03:00:00;257.67;257.67;257.67;257.67;257.67
23.01.2021 03:00:00;23.01.2021 04:00:00;268.72;268.72;268.72;268.72;268.72
23.01.2021 04:00:00;23.01.2021 05:00:00;281.02;281.02;281.02;281.02;281.02
23.01.2021 05:00:00;23.01.2021 06:00:00;313.77;313.77;313.77;313.77;313.77
23.01.2021 06:00:00;23.01.2021 07:00:00;318.93;318.93;318.93;318.93;318.93
23.01.2021 07:00:00;23.01.2021 08:00:00;349.51;349.51;349.51;349.51;349.51
23.01.2021 08:00:00;23.01.2021 09:00:00;366.77;366.77;366.77;366.77;366.77
23.01.2021 09:00:00;23.01.2021 10:00:00;374;374;374;374;374
23.01.2021 10:00:00;23.01.2021 11:00:00;385.67;376.07;376.07;376.07;376.07
23.01.2021 11:00:00;23.01.2021 12:00:00;390.01;369.56;369.56;369.56;369.56
23.01.2021 12:00:00;23.01.2021 13:00:00;391.46;371.93;371.93;371.93;371.93
23.01.2021 13:00:00;23.01.2021 14:00:00;392.39;361.91;361.91;361.91;361.91
23.01.2021 14:00:00;23.01.2021 15:00:00;394.77;352.51;352.51;352.51;352.51
23.01.2021 15:00:00;23.01.2021 16:00:00;409.85;361.6;361.6;361.6;361.6
23.01.2021 16:00:00;23.01.2021 17:00:00;583.63;371.52;371.52;371.52;371.52
23.01.2021 17:00:00;23.01.2021 18:00:00;636.21;372.45;372.45;372.45;372.45
23.01.2021 18:00:00;23.01.2021 19:00:00;651.19;356.23;356.23;356.23;356.23
23.01.2021 19:00:00;23.01.2021 20:00:00;595.71;368.01;368.01;368.01;368.01
23.01.2021 20:00:00;23.01.2021 21:00:00;423.69;375.03;375.03;375.03;375.03
23.01.2021 21:00:00;23.01.2021 22:00:00;403.34;376.69;376.69;376.69;376.69
23.01.2021 22:00:00;23.01.2021 23:00:00;386.19;386.19;386.19;386.19;386.19
23.01.2021 23:00:00;24.01.2021 00:00:00;376.89;376.89;376.89;376.89;376.89
24.01.2021 00:00:00;24.01.2021 01:00:00;390.61;390.61;301.08;390.61;390.61
24.01.2021 01:00:00;24.01.2021 02:00:00;391.02;391.02;298.81;391.02;391.02
24.01.2021 02:00:00;24.01.2021 03:00:00;390.09;390.09;295.92;390.09;390.09
24.01.2021 03:00:00;24.01.2021 04:00:00;390.71;390.71;295.41;390.71;390.71
24.01.2021 04:00:00;24.01.2021 05:00:00;393.19;393.19;294.89;393.19;393.19
24.01.2021 05:00:00;24.01.2021 06:00:00;399.58;399.58;296.34;399.58;399.58
24.01.2021 06:00:00;24.01.2021 07:00:00;405.88;400.2;295.3;405.88;405.88
24.01.2021 07:00:00;24.01.2021 08:00:00;419.39;394.63;298.6;419.39;419.39
24.01.2021 08:00:00;24.01.2021 09:00:00;459.51;392.78;298.91;459.51;459.51
24.01.2021 09:00:00;24.01.2021 10:00:00;505.31;399.27;305.31;505.31;505.31
24.01.2021 10:00:00;24.01.2021 11:00:00;530.58;419.49;313.97;530.58;530.58
24.01.2021 11:00:00;24.01.2021 12:00:00;560.49;439.6;319.65;560.49;560.49
24.01.2021 12:00:00;24.01.2021 13:00:00;534.91;406.39;323.15;534.91;534.91
24.01.2021 13:00:00;24.01.2021 14:00:00;474.36;421.45;329.34;474.36;474.36
24.01.2021 14:00:00;24.01.2021 15:00:00;457.34;457.34;340.69;457.34;457.34
24.01.2021 15:00:00;24.01.2021 16:00:00;473.74;473.74;332.33;473.74;473.74
24.01.2021 16:00:00;24.01.2021 17:00:00;536.35;536.35;333.88;536.35;536.35
24.01.2021 17:00:00;24.01.2021 18:00:00;639.29;639.29;332.64;639.29;639.29
24.01.2021 18:00:00;24.01.2021 19:00:00;670.44;670.44;334.29;670.44;670.44
24.01.2021 19:00:00;24.01.2021 20:00:00;648.89;648.89;340.58;648.89;648.89
24.01.2021 20:00:00;24.01.2021 21:00:00;611.65;611.65;340.38;611.65;611.65
24.01.2021 21:00:00;24.01.2021 22:00:00;566.27;566.27;335.12;566.27;566.27
24.01.2021 22:00:00;24.01.2021 23:00:00;535.32;535.32;330.06;535.32;535.32
24.01.2021 23:00:00;25.01.2021 00:00:00;454.46;454.46;322.95;454.46;454.46
25.01.2021 00:00:00;25.01.2021 01:00:00;469.31;469.31;345.54;469.31;469.31
25.01.2021 01:00:00;25.01.2021 02:00:00;430.73;430.73;336.05;430.73;430.73
25.01.2021 02:00:00;25.01.2021 03:00:00;425.16;425.16;330.99;425.16;425.16
25.01.2021 03:00:00;25.01.2021 04:00:00;418.36;418.36;331.51;418.36;418.36
25.01.2021 04:00:00;25.01.2021 05:00:00;426.61;426.61;334.81;426.61;426.61
25.01.2021 05:00:00;25.01.2021 06:00:00;470.96;470.96;348.42;470.96;470.96
25.01.2021 06:00:00;25.01.2021 07:00:00;658.68;638.98;438.78;638.98;638.98
25.01.2021 07:00:00;25.01.2021 08:00:00;722.02;722.02;340.58;722.02;722.02
25.01.2021 08:00:00;25.01.2021 09:00:00;779.98;779.98;410.31;779.98;779.98
25.01.2021 09:00:00;25.01.2021 10:00:00;821.76;821.76;448.37;821.76;821.76
25.01.2021 10:00:00;25.01.2021 11:00:00;773.07;773.07;453.84;773.07;773.07
25.01.2021 11:00:00;25.01.2021 12:00:00;744.71;588.75;419.28;588.75;588.75
25.01.2021 12:00:00;25.01.2021 13:00:00;711.91;711.91;485.4;711.91;711.91
25.01.2021 13:00:00;25.01.2021 14:00:00;691.07;691.07;485.61;691.07;691.07
25.01.2021 14:00:00;25.01.2021 15:00:00;679.83;583.28;485.71;583.28;583.28
25.01.2021 15:00:00;25.01.2021 16:00:00;680.86;495.1;495.1;495.1;495.1
25.01.2021 16:00:00;25.01.2021 17:00:00;694.68;442.6;442.6;442.6;442.6
25.01.2021 17:00:00;25.01.2021 18:00:00;757.7;420.83;420.83;420.83;420.83
25.01.2021 18:00:00;25.01.2021 19:00:00;737.49;398.96;398.96;398.96;398.96
25.01.2021 19:00:00;25.01.2021 20:00:00;671.16;384.73;384.73;384.73;384.73
25.01.2021 20:00:00;25.01.2021 21:00:00;644.86;379.57;379.57;379.57;379.57
25.01.2021 21:00:00;25.01.2021 22:00:00;569.98;379.47;379.47;379.47;379.47
25.01.2021 22:00:00;25.01.2021 23:00:00;516.96;389.99;349.56;389.99;389.99
25.01.2021 23:00:00;26.01.2021 00:00:00;418.15;382.98;338.01;378.85;378.85
26.01.2021 00:00:00;26.01.2021 01:00:00;439.4;439.4;439.4;439.4;439.4
26.01.2021 01:00:00;26.01.2021 02:00:00;436.72;436.72;384.81;436.72;436.72
26.01.2021 02:00:00;26.01.2021 03:00:00;435.48;435.48;343.74;435.48;435.48
